seamonkey_version,cve_id,advisory,title,reporter,impact,description,bug_id
02.25,['CVE-2014-1499'],2014-19,Spoofing attack on WebRTC permission prompt,Ehsan Akhgari,Moderate,Mozilla developer Ehsan Akhgari reported a spoofing attack where the permission prompt for a WebRTC session can appear to be from a different site than its actual originating site if a timed navigation occurs during the prompt generation. This allows an attacker to potentially gain access to the webcam or microphone by masquerading as another site and gaining user permission through spoofing.,[961512]
02.25,['CVE-2014-1498'],2014-18,crypto.generateCRMFRequest does not validate type of key,David Keeler,Low,Mozilla developer David Keeler reported that the crypto.generateCRFMRequest method did not correctly validate the key type of the KeyParams argument when generating ec-dual-use requests. This could lead to a crash and a denial of service (DOS) attack.,[935618]
02.25,['CVE-2014-1497'],2014-17,Out of bounds read during WAV file decoding,Atte Kettunen,High,Security researcher Atte Kettunen from OUSPG reported an out of bounds read during the decoding of WAV format audio files for playback. This could allow web content access to heap data as well as causing a crash.,[966311]
02.25,['CVE-2014-1496'],2014-16,Files extracted during updates are not always read only,Ash,Moderate,Security researcher Ash reported an issue where the extracted files for updates to existing files are not read only during the update process. This allows for the potential replacement or modification of these files during the update process if a malicious application is present on the local system.,[925747]
02.25,['CVE-2014-1493'],2014-15,Miscellaneous memory safety hazards (rv:28.0 / rv:24.4),Mozilla Developers,Critical,Mozilla developers and community identified identified and fixed several memory safety bugs in the browser engine used in Firefox and other Mozilla-based products. Some of these bugs showed evidence of memory corruption under certain circumstances and we presume that with enough effort at least some of these could be exploited to run arbitrary code. Benoit Jacob Olli Pettay Jan Varga Jan de Mooij Jesse Ruderman Dan Gohman and Christoph Diehl reported memory safety problems and crashes that affect Firefox ESR 24.3 and Firefox 27.,"[963974, 958867, 965982, 977538, 967341, 960145, 896268]"
02.25,['CVE-2014-1494'],2014-15,Miscellaneous memory safety hazards (rv:28.0 / rv:24.4),Mozilla Developers,Critical,Mozilla developers and community identified identified and fixed several memory safety bugs in the browser engine used in Firefox and other Mozilla-based products. Some of these bugs showed evidence of memory corruption under certain circumstances and we presume that with enough effort at least some of these could be exploited to run arbitrary code. Gregor Wagner Olli Pettay Gary Kwong Jesse Ruderman Luke Wagner Rob Fletcher and Makoto Kato reported memory safety problems and crashes that affect Firefox 27.,"[933219, 964462, 938626, 909586, 627295, 927579, 938615, 932496, 949843]"
02.25,['CVE-2014-1504'],2014-23,Content Security Policy for data: documents not preserved by session restore,Nicolas Golubovic,Low,Security researcher Nicolas Golubovic reported that the Content Security Policy (CSP) of data: documents was not saved as part of session restore. If an attacker convinced a victim to open a document from a data: URL injected onto a page this can lead to a Cross-Site Scripting (XSS) attack. The target page may have a strict CSP that protects against this XSS attack but if the attacker induces a browser crash with another bug an XSS attack would occur during session restoration bypassing the CSP on the site.,[911547]
02.25,['CVE-2014-1512'],2014-30,Use-after-free in TypeObject,VUPEN,Critical,Security research firm VUPEN via TippingPoint's Pwn2Own contest reported that memory pressure during Garbage Collection could lead to memory corruption of TypeObjects in the JS engine resulting in an exploitable use-after-free condition.,[982957]
02.24,['CVE-2014-1495'],2014-01,Miscellaneous memory safety hazards (rv:27.0 / rv:24.3),Mozilla Developers,Critical,Mozilla developers and community identified identified and fixed several memory safety bugs in the browser engine used in Firefox and other Mozilla-based products. Some of these bugs showed evidence of memory corruption under certain circumstances and we presume that with enough effort at least some of these could be exploited to run arbitrary code. Carsten Book reported a memory safety problem and crash that affects Firefox ESR 24.3 which has been fixed in Firefox ESR 24.4.,[942152]
02.24,['CVE-2014-1480'],2014-03,UI selection timeout missing on download prompts,Jordi Chancel,Moderate,Security researcher Jordi Chancel reported that the dialog for saving downloaded files did not implement a security timeout before button selections were processed. This could be used in concert with spoofing to convince users to select a different option than intended causing downloaded files to be potentially opened instead of only saved in some circumstances.,[916726]
02.24,['CVE-2014-1477'],2014-01,Miscellaneous memory safety hazards (rv:27.0 / rv:24.3),Mozilla Developers,Critical,Mozilla developers and community identified identified and fixed several memory safety bugs in the browser engine used in Firefox and other Mozilla-based products. Some of these bugs showed evidence of memory corruption under certain circumstances and we presume that with enough effort at least some of these could be exploited to run arbitrary code. Christian Holler Terrence Cole Jesse Ruderman Gary Kwong Eric Rescorla Jonathan Kew Dan Gohman Ryan VanderMeulen and Sotaro Ikeda reported memory safety problems and crashes that affect Firefox ESR 24.2 and Firefox 26.,"[921470, 937697, 951366, 953114, 945939, 950000, 950438, 925896, 937132, 936808, 945334]"
02.24,['CVE-2014-1479'],2014-02,Clone protected content with XBL scopes,Cody Crews,High,Security researcher Cody Crews reported a method to bypass System Only Wrappers (SOW) by using XML Binding Language (XBL) content scopes to clone protected XUL elements. This could be used to clone anonymous nodes making trusted XUL content web accessible.,[911864]
02.24,['CVE-2014-1481'],2014-13,Inconsistent JavaScript handling of access to Window objects,Boris Zbarsky,High,Mozilla developer Boris Zbarsky reported an inconsistency with the different JavaScript engines in how JavaScript native getters on window objects are handled by these engines. This inconsistency can lead to different behaviors in JavaScript code allowing for a potential security issue with window handling by bypassing of some security checks.,[936056]
02.24,"['CVE-2014-1490', 'CVE-2014-1491']",2014-12,NSS ticket handling issues,"Brian Smith, Antoine Delignat-Lavaud, Karthikeyan Bhargavan",High,Mozilla developer Brian Smith and security researchers Antoine Delignat-Lavaud and Karthikeyan Bhargavan of the Prosecco research team at INRIA Paris reported issues with ticket handling in the Network Security Services (NSS) libraries. These have been addressed in the NSS 3.15.4 release shipping on affected platforms.,"[930857, 930874, 934545]"
02.24,['CVE-2014-1488'],2014-11,Crash when using web workers with asm.js,Soeren Balko,Critical,Soeren Balko reported a crash when terminating a web worker running asm.js code after passing an object between threads. This crash is potentially exploitable.,[950604]
02.24,['CVE-2014-1487'],2014-09,Cross-origin information leak through web workers,Masato Kinugawa,High,Security researcher Masato Kinugawa reported a cross-origin information leak through web workers' error messages. This violates same-origin policy and the leaked information could potentially be used to gather authentication tokens and other data from third-party websites.,[947592]
02.24,['CVE-2014-1486'],2014-08,Use-after-free with imgRequestProxy and image proccessing,Arthur Gerkis,Critical,Security researcher Arthur Gerkis via TippingPoint's Zero Day Initiative reported a use-after-free during image processing from sites with specific content types in concert with the imgRequestProxy function. This causes a potentially exploitable crash.,[942164]
02.24,['CVE-2014-1485'],2014-07,XSLT stylesheets treated as styles in Content Security Policy,Frederik Braun,Moderate,Mozilla security engineer Frederik Braun reported an issue where the implementation of Content Security Policy (CSP) is not in compliance with the specification. XSLT stylesheets must be subject to script-src directives but Mozilla's implementation of CSP treats them as styles. This could lead to unexpected script execution if the style-src directives were less restrictive than those for scripts.,[910139]
02.24,['CVE-2014-1483'],2014-05,Information disclosure with *FromPoint on iframes,Jordan Milne,Moderate,Security researcher Jordan Milne reported an information leak where document.caretPositionFromPoint and document.elementFromPoint functions could be used on a cross-origin iframe to gain information on the iframe's DOM and other attributes through a timing attack violating same-origin policy.,[950427]
02.24,['CVE-2014-1482'],2014-04,Incorrect use of discarded images by RasterImage,Fredrik Lönnqvist,Critical,Fredrik 'Flonka' Lönnqvist discovered an issue with image decoding in RasterImage caused by continued use of discarded images. This could allow for the writing to unowned memory and a potentially exploitable crash.,[943803]
02.24,['CVE-2014-1478'],2014-01,Miscellaneous memory safety hazards (rv:27.0 / rv:24.3),Mozilla Developers,Critical,Mozilla developers and community identified identified and fixed several memory safety bugs in the browser engine used in Firefox and other Mozilla-based products. Some of these bugs showed evidence of memory corruption under certain circumstances and we presume that with enough effort at least some of these could be exploited to run arbitrary code. Gary Kwong Christian Holler Jesse Ruderman Carsten Book Andrew Sutherland Byron Campen Nicholas Nethercote Paul Adenot David Baron Julian Seward and Dan Gohman reported memory safety problems and crashes that affect Firefox 26.,"[944321, 911707, 938431, 944278, 922603, 925308, 950452, 939472, 944851, 924348, 932162, 942940, 945585, 946733, 953373, 867597, 911845, 916635]"
02.23,"['CVE-2013-6629', 'CVE-2013-6630', 'CVE-2013-6629', 'CVE-2013-6630']",2013-116,JPEG information leak,Michal Zalewski,High,Google security researcher  Michal Zalewski reported issues with JPEG format image processing with Start Of Scan (SOS) and Define Huffman Table (DHT) markers in the libjpeg library. This could allow for the possible reading of arbitrary memory content as well as cross-domain image theft.,[891693]
02.23,['CVE-2013-5615'],2013-115,GetElementIC typed array stubs can be generated outside observed typesets,Eric Faust,High,Mozilla developer Eric Faust reported that during JavaScript compilation GetElementIC typed array stubs can be generated outside observed typesets. This could lead to unpredictable behavior with a potential security impact.,[929261]
02.23,['CVE-2013-5613'],2013-114,Use-after-free in synthetic mouse movement,"Tyson Smith, Jesse Schwartzentruber, Atte Kettunen",Critical,Security researchers Tyson Smith and Jesse Schwartzentruber of the BlackBerry Security Automated Analysis Team used the Address Sanitizer tool while fuzzing to discover a user-after-free in the functions for synthetic mouse movement handling. Security researcher Atte Kettunen from OUSPG also reported a variant of the same flaw. This issue leads to a potentially exploitable crash.,"[930381, 932449]"
02.23,['CVE-2013-6673'],2013-113,Trust settings for built-in roots ignored during EV certificate validation,Sijie Xia,Moderate,Firefox user Sijie Xia reported that if a user explicitly removes the trust for extended validation (EV) capable root certificates in the certificate manager the change is not properly used when validating EV certificates causing the setting to be ignored. This removes the ability of users to explicitly untrust root certificates from specific certificate authorities.,[917380]
02.23,['CVE-2013-6672'],2013-112,Linux clipboard information disclosure though selection paste,Vincent Lefevre,Low,Mozilla community member Vincent Lefevre reported that on Linux systems web content can access data saved to the clipboard when a user attempts to paste a selection with a middle-click instead of pasting the selection content. This allows for possibly private data in the clipboard to be inadvertently disclosed to web content. Windows and OS X systems are not affected by this issue.,[894736]
02.23,['CVE-2013-5619'],2013-110,Potential overflow in JavaScript binary search algorithms,Dan Gohman,Moderate,Compiler Engineer Dan Gohman of Google reported that binary search algorithms in the SpiderMonkey JavaScript engine were prone to overflow in several places leading to potential out-of-bounds array access. While none of these are known to be directly exploitable they are unsafe in theory and have been changed as part of general security improvements.,[917841]
02.23,['CVE-2013-6671'],2013-111,Segmentation violation when replacing ordered list elements,"Tyson Smith, Jesse Schwartzentruber",Critical,Security researchers Tyson Smith and Jesse Schwartzentruber of the BlackBerry Security Automated Analysis Team used the Address Sanitizer tool while fuzzing to discover a mechanism where inserting an ordered list into a document through script could lead to a potentially exploitable crash that can be triggered by web content.,[930281]
02.23,['CVE-2013-5616'],2013-108,Use-after-free in event listeners,"Tyson Smith, Jesse Schwartzentruber",Critical,Security researchers Tyson Smith and Jesse Schwartzentruber of the BlackBerry Security Automated Analysis Team used the Address Sanitizer tool while fuzzing to discover a user-after-free when interacting with event listeners from the mListeners array. This leads to a potentially exploitable crash.,[938341]
02.23,['CVE-2013-5614'],2013-107,Sandbox restrictions not applied to nested object elements,Daniel Veditz,Low,Mozilla security developer Daniel Veditz discovered that <iframe sandbox> restrictions are not applied to an <object> element contained within a sandboxed iframe. This could allow content hosted within a sandboxed iframe to use <object> element to bypass the sandbox restrictions that should be applied.,[886262]
02.23,['CVE-2013-5612'],2013-106,Character encoding cross-origin XSS attack,Masato Kinugawa,Moderate,Security researcher Masato Kinugawa discovered that if a web page is missing character set encoding information it can inherit character encodings across navigations into another domain from an earlier site. Only same-origin inheritance is allowed according to the HTML5 specification. This issue allows an attacker to add content that will be interpreted one way on the victim site but which may then behave differently evading cross-site scripting (XSS) filtering when forced into an unexpected character set. Web site authors should always explicitly declare a character encoding to avoid similar issues.,[871161]
02.23,['CVE-2013-5609'],2013-104,Miscellaneous memory safety hazards (rv:26.0 / rv:24.2),Mozilla Developers,Critical,Mozilla developers identified and fixed several memory safety bugs in the browser engine used in Firefox and other Mozilla-based products. Some of these bugs showed evidence of memory corruption under certain circumstances and we presume that with enough effort at least some of these could be exploited to run arbitrary code. Ben Turner Bobby Holley Jesse Ruderman and Christian Holler reported memory safety problems and crashes that affect Firefox ESR 24.1 and Firefox 25.,"[886850, 937582, 922009, 905382]"
02.23,['CVE-2013-5610'],2013-104,Miscellaneous memory safety hazards (rv:26.0 / rv:24.2),Mozilla Developers,Critical,Mozilla developers identified and fixed several memory safety bugs in the browser engine used in Firefox and other Mozilla-based products. Some of these bugs showed evidence of memory corruption under certain circumstances and we presume that with enough effort at least some of these could be exploited to run arbitrary code. Christian Holler and Christoph Diehl reported memory safety problems and crashes that affect Firefox 25.,"[905903, 890432]"
02.23,['CVE-2013-5618'],2013-109,Use-after-free during Table Editing,Nils,Critical,Security researcher Nils used the Address Sanitizer tool while fuzzing to discover a use-after-free problem in the table editing user interface of the editor during garbage collection. This leads to a potentially exploitable crash.,[926361]
02.22.1,['CVE-2013-5606'],2013-103,Miscellaneous Network Security Services (NSS) vulnerabilities,Camilo Viecco,Critical,Mozilla developer Camilo Viecco discovered that if the verifylog feature was used when validating certificates then certificates with incompatible key usage constraints were not rejected. This did not directly affect Firefox but might affect other software using the NSS library,[910438]
02.22.1,['CVE-2013-5605'],2013-103,Miscellaneous Network Security Services (NSS) vulnerabilities,Andrew Tinits,Critical,Google developer Andrew Tinits reported a potentially exploitable buffer overflow that was fixed in both NSS 3.15.3 and NSS 3.14.5.,[934016]
02.22.1,['CVE-2013-1741'],2013-103,Miscellaneous Network Security Services (NSS) vulnerabilities,Tavis Ormandy,Critical,Google security researcher Tavis Ormandy reported a runaway memset in certificate parsing on 64-bit computers leading to a crash by attempting to write 4Gb of nulls.,[925100]
02.22.1,['CVE-2013-5607'],2013-103,Miscellaneous Network Security Services (NSS) vulnerabilities,Pascal Cuoq and Kamil Dudka and Wan-Teh Chang,Critical,"Pascal Cuoq, RedHat developer Kamil Dudka, and Google developer Wan-Teh Chang found equivalent Netscape Portable Runtime (NSPR) library code suffered the same integer truncation.",[927687]
02.22.1,['CVE-2013-2566'],2013-103,Miscellaneous Network Security Services (NSS) vulnerabilities,Nadhem AlFardan and Dan Bernstein and Kenny Paterson and Bertram Poettering and Jacob Schuldt,Critical,"NSS lowered the priority of RC4 in cipher suite advertisement so that more secure ciphers instead of RC4 are likely to be chosen by the server. This can help address the problem described by Nadhem AlFardan, Dan Bernstein, Kenny Paterson, Bertram Poettering and Jacob Schuldt in their paper ""On the Security of RC4 in TLS.""",[850478]
02.22,['CVE-2013-5596'],2013-97,Writing to cycle collected object during image decoding,Ezra Pool,High,Mozilla community member Ezra Pool reported a potentially exploitable crash on extremely large pages. This was caused when a cycle collected image object was released on the wrong thread during decoding creating a race condition.,[910881]
02.22,['CVE-2013-5603'],2013-102,Use-after-free in HTML document templates,Abhishek Arya,Critical,Security researcher Abhishek Arya (Inferno) of the Google Chrome Security Team used the Address Sanitizer tool to discover a user-after-free when interacting with HTML document templates. This leads to a potentially exploitable crash.,[916404]
02.22,['CVE-2013-5602'],2013-101,Memory corruption in workers,Nils,Critical,Security researcher Nils used the Address Sanitizer tool while fuzzing to discover a memory corruption issue with the JavaScript engine when using workers with direct proxies. This results in a potentially exploitable crash.,[897678]
02.22,"['CVE-2013-5599', 'CVE-2013-5600', 'CVE-2013-5601']",2013-100,Miscellaneous use-after-free issues found through ASAN fuzzing,Nils,Critical,Security researcher Nils used the Address Sanitizer tool while fuzzing to discover missing strong references in browsing engine leading to use-after-frees. This can lead to a potentially exploitable crash.,"[915210, 916576, 916685]"
02.22,['CVE-2013-5597'],2013-98,Use-after-free when updating offline cache,Byoungyoung Lee,Critical,Security researcher Byoungyoung Lee of Georgia Tech Information Security Center (GTISC) used the Address Sanitizer tool to discover a use-after-free during state change events while updating the offline cache. This leads to a potentially exploitable crash.,[918864]
02.22,['CVE-2013-5593'],2013-94,Spoofing addressbar though SELECT element,Jordi Chancel,Moderate,Security researcher Jordi Chancel discovered a method to put arbitrary HTML content within <select> elements and place it in arbitrary locations. This can be used to spoof the displayed addressbar leading to clickjacking and other spoofing attacks.,[868327]
02.22,['CVE-2013-5595'],2013-96,Improperly initialized memory and overflows in some JavaScript functions,Dan Gohman,Moderate,Compiler Engineer Dan Gohman of Google discovered a flaw in the JavaScript engine where memory was being incorrectly allocated for some functions and the calls for allocations were not always properly checked for overflow leading to potential buffer overflows. When combined with other vulnerabilities these flaws could be potentially exploitable.,[916580]
02.22,['CVE-2013-5604'],2013-95,Access violation with XSLT and uninitialized data,Abhishek Arya,High,Security researcher Abhishek Arya (Inferno) of the Google Chrome Security Team used the Address Sanitizer tool to discover an access violation due to uninitialized data during Extensible Stylesheet Language Transformation (XSLT) processing. This leads to a potentially exploitable crash.,[914017]
02.22,['CVE-2013-5591'],2013-93,Miscellaneous memory safety hazards (rv:25.0 / rv:24.1 / rv:17.0.10),Mozilla Developers,Critical,Mozilla developers identified and fixed several memory safety bugs in the browser engine used in Firefox and other Mozilla-based products. Some of these bugs showed evidence of memory corruption under certain circumstances and we presume that with enough effort at least some of these could be exploited to run arbitrary code. Vladimir Vukicevic reported a crash that affected Firefox ESR 24 and Firefox 24.,[859892]
02.22,['CVE-2013-5592'],2013-93,Miscellaneous memory safety hazards (rv:25.0 / rv:24.1 / rv:17.0.10),Mozilla Developers,Critical,Mozilla developers identified and fixed several memory safety bugs in the browser engine used in Firefox and other Mozilla-based products. Some of these bugs showed evidence of memory corruption under certain circumstances and we presume that with enough effort at least some of these could be exploited to run arbitrary code. Jesse Ruderman Gary Kwong and Kannan Vijayan reported memory safety problems and crashes that affect Firefox 24.,"[880544, 886102, 887921, 912534]"
02.22,['CVE-2013-1739'],2013-93,Miscellaneous memory safety hazards (rv:25.0 / rv:24.1 / rv:17.0.10),Mozilla Developers,Critical,Mozilla developers identified and fixed several memory safety bugs in the browser engine used in Firefox and other Mozilla-based products. Some of these bugs showed evidence of memory corruption under certain circumstances and we presume that with enough effort at least some of these could be exploited to run arbitrary code. Carsten Book reported a crash fixed in the NSS library used by Mozilla-based products fixed in Firefox 25 Firefox ESR 24.1 and Firefox ESR 17.0.10.,[894370]
02.22,['CVE-2013-5590'],2013-93,Miscellaneous memory safety hazards (rv:25.0 / rv:24.1 / rv:17.0.10),Mozilla Developers,Critical,Mozilla developers identified and fixed several memory safety bugs in the browser engine used in Firefox and other Mozilla-based products. Some of these bugs showed evidence of memory corruption under certain circumstances and we presume that with enough effort at least some of these could be exploited to run arbitrary code. Jesse Ruderman and Christoph Diehl reported memory safety problems and crashes that affect Firefox ESR 17 Firefox ESR 24 and Firefox 24.,"[860123, 893572]"
02.21,['CVE-2013-1728'],2013-85,Uninitialized data in IonMonkey,Dan Gohman,Moderate,Software developer Dan Gohman of Google reported uninitialized data and variables in the IonMonkey Javascript engine when running the engine in Valgrind mode. This could be combined with additional exploits to allow the reading and use of previously allocated memory in some circumstances.,[883686]
02.21,['CVE-2013-1738'],2013-92,GC hazard with default compartments and frame chain restoration,"Nils, Bobby Holley",Critical,Security researcher Nils reported a potentially exploitable use-after-free in an early test version of Firefox 25. Mozilla developer Bobby Holley found that the cause was an older garbage collection bug that a more recent change made easier to trigger.,"[887334, 882897]"
02.21,['CVE-2013-1737'],2013-91,"User-defined properties on DOM proxies get the wrong ""this"" object",Boris Zbarsky,Moderate,Mozilla developer Boris Zbarsky reported that user-defined getters on DOM proxies would incorrectly get the expando object as this. It is unlikely that this is directly exploitable but could lead to JavaScript client or add-on code making incorrect security sensitive decisions based on hacker supplied values.,[907727]
02.21,"['CVE-2013-1735', 'CVE-2013-1736']",2013-90,Memory corruption involving scrolling,Nils,Critical,Security researcher Nils reported two potentially exploitable memory corruption bugs involving scrolling. The first was a use-after-free condition due to scrolling an image document. The second was due to nodes in a range request being added as children of two different parents.,"[898871, 906301]"
02.21,['CVE-2013-1732'],2013-89,"Buffer overflow with multi-column, lists, and floats",Aki Helin,Critical,Security researcher Aki Helin reported that combining lists floats and multiple columns could trigger a potentially exploitable buffer overflow.,[883514]
02.21,['CVE-2013-1730'],2013-88,Compartment mismatch re-attaching XBL-backed nodes,Sachin Shinde,High,Security researcher Sachin Shinde reported that moving certain XBL-backed nodes from a document into the replacement document created by document.open() can cause a JavaScript compartment mismatch which can often lead to exploitable conditions.,[851353]
02.21,['CVE-2013-1726'],2013-83,Mozilla Updater does not lock MAR file after signature verification,Seb Patane,High,Security researcher Seb Patane reported that the Mozilla Updater does not write-lock the MAR update file when it is in use by the Updater. This leaves open the possibility of altering the contents of the MAR file after the signature on the file has been verified as valid but before it has been used. This could allow an attacker with access to the local system to silently replace the contents of the update MAR file and either replace the installed software with their own or extract and run executables files with the same privileges as that of the Mozilla Updater.,[890853]
02.21,['CVE-2013-1725'],2013-82,Calling scope for new Javascript objects can lead to memory corruption,Ms2ger,High,Mozilla community member Ms2ger found a mechanism where a new Javascript object with a compartment is uninitialized could be entered through web content. When the scope for this object is called it leads to a potentially exploitable crash.,[876762]
02.21,['CVE-2013-1724'],2013-81,Use-after-free with select element,Scott Bell,Critical,Security researcher Scott Bell used the Address Sanitizer tool to discover a use-after-free when using a <select> element in a form after it has been destroyed. This could lead to a potentially exploitable crash.,[894137]
02.21,['CVE-2013-1723'],2013-80,NativeKey continues handling key messages after widget is destroyed,Masayuki Nakano,Moderate,Mozilla developer Masayuki Nakano discovered that the NativeKey widget continues handling key messages even when it is destroyed by dispatched event listeners. This could result in some key events being applied to other objects or plugins if the widget memory is reallocated to them leading to a non-exploitable crash.,[891292]
02.21,['CVE-2013-1722'],2013-79,Use-after-free in Animation Manager during stylesheet cloning,Abhishek Arya,Critical,Security researcher Abhishek Arya (Inferno) of the Google Chrome Security Team used the Address Sanitizer tool to discover a use-after-free problem in the Animation Manager during the cloning of stylesheets. This can lead to a potentially exploitable crash.,[893308]
02.21,['CVE-2013-1721'],2013-78,Integer overflow in ANGLE library,Alex Chapman,Critical,Security researcher Alex Chapman reported that the Almost Native Graphics Layer Engine (ANGLE) library used by Mozilla is vulnerable to an integer overflow. This vulnerability is present because of insufficient bounds checking in the drawLineLoop function which can be driven by web content to overflow allocated memory leading to a potentially exploitable crash.,[890277]
02.21,['CVE-2013-1720'],2013-77,Improper state in HTML5 Tree Builder with templates,Atte Kettunen,Moderate,Using the Address Sanitizer tool security researcher Atte Kettunen from OUSPG found that the HTML5 Tree Builder does not properly store state when interacting with template elements. Because some stack information is incorrectly stored the template insertion mode stack can be used when it is empty. This could possibly lead to code execution in some circumstances.,[888820]
02.21,['CVE-2013-1718'],2013-76,Miscellaneous memory safety hazards (rv:24.0 / rv:17.0.9),Mozilla Developers,Critical,Mozilla developers identified and fixed several memory safety bugs in the browser engine used in Firefox and other Mozilla-based products. Some of these bugs showed evidence of memory corruption under certain circumstances and we presume that with enough effort at least some of these could be exploited to run arbitrary code. André Bargull Scoobidiver Bobby Holley and Reuben Morais reported memory safety problems and crashes that affect Firefox ESR 17 and Firefox 23.,"[901351, 899022, 897676, 889193]"
02.21,['CVE-2013-1719'],2013-76,Miscellaneous memory safety hazards (rv:24.0 / rv:17.0.9),Mozilla Developers,Critical,Mozilla developers identified and fixed several memory safety bugs in the browser engine used in Firefox and other Mozilla-based products. Some of these bugs showed evidence of memory corruption under certain circumstances and we presume that with enough effort at least some of these could be exploited to run arbitrary code. Christian Holler Makoto Kato Jesse Ruderman Jason Smith Jan de Mooij Gary Kwong Scoobidiver Olli Pettay Bobby Holley and Bob Clary reported memory safety problems and crashes that affect Firefox 23.,"[750932, 871462, 847606, 863935, 893519, 895294, 876878, 898381, 896126, 898832, 873073, 854897, 851982, 883450, 909494]"
02.20,['CVE-2013-6674'],2014-14,Script execution in HTML mail replies,"Fabián Cuchietti, Ateeq ur Rehman Khan",High,"Security researcher Fabián Cuchietti discovered that it was possible to bypass the restriction on JavaScript execution in mail by embedding an <iframe> with a data: URL within a message. If the victim replied or forwarded the mail after receiving it quoting it ""in-line"" using Thunderbird's HTML mail editor it would run the attached script. The running script would be restricted to the mail composition window where it could observe and potentially modify the content of the mail before it was sent. Scripts were not executed if the recipient merely viewed the mail only if it was edited as HTML. Turning off HTML composition prevented the vulnerability and forwarding the mail ""as attachment"" prevented the forwarding variant.","[868267, 875818]"
02.20,['CVE-2013-1708'],2013-67,Crash during WAV audio file decoding,Aki Helin,Low,Security researcher Aki Helin from OUSPG used the Address Sanitizer tool to discover a crash during the decoding of WAV format audio files in some instances. This crash is not exploitable but could be used for a denial of service (DOS) attack by malicious parties.,[879924]
02.20,"['CVE-2013-1706', 'CVE-2013-1707']",2013-66,Buffer overflow in Mozilla Maintenance Service and Mozilla Updater,Seb Patane,High,Security researcher Seb Patane reported stack buffer overflows in both the Maintenance Service and the Mozilla Updater when unexpectedly long paths were encountered. A local attacker could pass these as command-line arguments to the Maintenance Service to crash either program and potentially lead to arbitrary code being run with the Administrator privileges used by the Maintenance Service and inherited by the Updater.,"[888361, 888314]"
02.20,['CVE-2013-1717'],2013-75,Local Java applets may read contents of local file system,"Georgi Guninski, John Schoenick",High,Security researcher Georgi Guninski reported an issue with Java applets where in some circumstances the applet could access files on the local system when loaded using the a file:/// URI and violate file origin policy due to interaction with the codebase parameter. This affects applets running on the local file system. Mozilla developer John Schoenick later discovered that fixes for this issue were inadequate and allowed the invocation of Java applets to bypass security checks in additional circumstances. This could lead to untrusted Java applets having read-only access on the local files system if used in conjunction with a method to download a file to a known or guessable path.,"[406541, 738396]"
02.20,['CVE-2013-1715'],2013-74,Firefox full and stub installer DLL hijacking,"Robert Kugler, Brian Bondy, Robert Strong",High,Security researcher Robert Kugler reported in 2012 that when a specifically named DLL file on a Windows computer is placed in the default downloads directory with the Firefox installer the Firefox installer will load this DLL file when it is launched. Mozilla developers Brian Bondy and Robert Strong then discovered that the stub installer was vulnerable to this same issue with a number of DLL files and there were additionally vulnerable named DLL files with the full installer. In circumstances where an installer is run by an administrator privileged account this allows for a downloaded DLL file to be run with those administrator privileges.,"[883165, 811557, 883322]"
02.20,['CVE-2013-1714'],2013-73,Same-origin bypass with web workers and XMLHttpRequest,Federico Lanusse,High,Mozilla community member Federico Lanusse reported a mechanism where a web worker can violate same-origin policy and bypass cross-origin checks through XMLHttpRequest. This could allow for cross-site scripting (XSS) attacks by web workers.,[879787]
02.20,['CVE-2013-1713'],2013-72,Wrong principal used for validating URI for some Javascript components,Cody Crews,High,Security researcher Cody Crews reported that some Javascript components will perform checks against the wrong uniform resource identifier (URI) before performing security sensitive actions. This will return an incorrect location for the originator of the call. This could be used to bypass same-origin policy allowing for cross-site scripting (XSS) or the installation of malicious add-ons from third-party pages.,[887098]
02.20,['CVE-2013-1712'],2013-71,Further Privilege escalation through Mozilla Updater,Ash,High,Security researcher Ash reported an issue with the Mozilla Updater on Windows 7 and later versions of Windows. On vulnerable platforms the Mozilla Updater can be made to load a specific malicious DLL file from the local system. This DLL file can run in a privileged context through the Mozilla Maintenance Service's privileges allowing for local privilege escalation. The DLL file can also run in an unprivileged context if the Mozilla Updater is run directly by a user in the same directory as the file. Local file system access is necessary in order for this issue to be exploitable.,[859072]
02.20,['CVE-2013-1711'],2013-70,Bypass of XrayWrappers using XBL Scopes,"Bobby Holley, moz_bug_r_a4",Moderate,Mozilla Developer Bobby Holley and Mozilla security researcher moz_bug_r_a4 discovered a mechanism where XBL scopes can be be used to circumvent XrayWrappers from within the Chrome on unprivileged objects. This allows web content to potentially confuse privileged code and weaken invariants and can lead to cross-site scripting (XSS) attacks.,[843829]
02.20,['CVE-2013-1710'],2013-69,CRMF requests allow for code execution and XSS attacks,moz_bug_r_a4,Critical,Mozilla security researcher moz_bug_r_a4 reported a mechanism to execute arbitrary code or a cross-site scripting (XSS) attack when Certificate Request Message Format (CRMF) request is generated in certain circumstances.,[871368]
02.20,['CVE-2013-1709'],2013-68,Document URI misrepresentation and masquerading,moz_bug_r_a4,High,Mozilla security researcher moz_bug_r_a4 reported that through an interaction of frames and browser history it was possible to make the browser believe attacker-supplied content came from the location of a previous page in browser history. This allows for cross-site scripting (XSS) attacks by loading scripts from a misrepresented malicious site through relative locations and the potential access of stored credentials of a spoofed site.,[848253]
