thunderbird_version,cve_id,advisory,title,reporter,impact,description,bug_id
52,['CVE-2017-5412'],2017-09,Buffer overflow read in SVG filters,Atte Kettunen,moderate,A buffer overflow read during SVG filter color value operations resulting in data exposure.,[1328323]
52,['CVE-2017-5413'],2017-09,Segmentation fault during bidirectional operations,Atte Kettunen,moderate,A segmentation fault can occur during some bidirectional layout operations.,[1337504]
52,['CVE-2017-5416'],2017-09,Null dereference crash in HttpChannel,Radek 'sysKin' Czyz,moderate,In certain circumstances a networking event listener can be prematurely released. This appears to result in a null dereference in practice.,[1328121]
52,['CVE-2017-5399'],2017-09,Memory safety bugs fixed in Thunderbird 52,Mozilla developers and community,critical,Mozilla developers and community members Carsten Book Calixte Denizet Christian Holler Andrew McCreight David Bolter David Keeler Jon Coppeard Tyson Smith Ronald Crane Tooru Fujisawa Ben Kelly Bob Owen Jed Davis Julian Seward Julian Hector Philipp Markus Stange and  André Bargull reported memory safety bugs present in Firefox 51. Some of these bugs showed evidence of memory corruption and we presume that with enough effort that some of these could be exploited to run arbitrary code.,"[1332569, 1315248, 1261335, 1321038, 1331771, 1339566, 1339591, 1240893, 1341905, 1323241, 1336467, 1270288, 1295299, 1296024, 1304201, 1306142, 1307557, 1308036, 1334246, 1334290, 1317085, 1339116, 1324000, 1323150, 1332501, 1320894, 1333752, 1303713, 1321566, 1264053, 1343513]"
52,['CVE-2017-5425'],2017-09,Overly permissive Gecko Media Plugin sandbox regular expression access,Haik Aftandilian,moderate,The Gecko Media Plugin sandbox allows access to local files that match specific regular expressions. On OS OX this matching allows access to some data in subdirectories of /private/var that could expose personal or temporary data. This has been updated to not allow access to /private/var and its subdirectories. Note: this issue only affects OS X. Other operating systems are not affected.,[1322716]
52,['CVE-2017-5402'],2017-09,Use-after-free working with events in FontFace objects,Nils,critical,A use-after-free can occur when events are fired for a FontFace object after the object has been already been destroyed while working with fonts. This results in a potentially exploitable crash.,[1334876]
52,['CVE-2017-5426'],2017-09,Gecko Media Plugin sandbox is not started if seccomp-bpf filter is running,Jed Davis,moderate,On Linux if the secure computing mode BPF (seccomp-bpf) filter is running when the Gecko Media Plugin sandbox is started the sandbox fails to be applied and items that would run within the sandbox are run protected only by the running filter which is typically weak compared to the sandbox. Note: this issue only affects Linux. Other operating systems are not affected.,[1257361]
52,['CVE-2017-5418'],2017-09,Out of bounds read when parsing HTTP digest authorization responses,Anonymous,low,An out of bounds read error occurs when parsing some HTTP digest authorization responses resulting in information leakage through the reading of random memory containing matches to specifically set patterns.,[1338876]
52,['CVE-2017-5419'],2017-09,Repeated authentication prompts lead to DOS attack,Chris Hamono,low,If a malicious site repeatedly triggers a modal authentication prompt eventually the browser UI will become non-responsive requiring shutdown through the operating system. This is a denial of service (DOS) attack.,[1312243]
52,['CVE-2017-5405'],2017-09,FTP response codes can cause use of uninitialized values for ports,Anonymous,low,Certain response codes in FTP connections can result in the use of uninitialized values for ports in FTP operations.,[1336699]
52,['CVE-2017-5421'],2017-09,Print preview spoofing,Abdulrahman Alqabandi,low,A malicious site could spoof the contents of the print preview window if popup windows are enabled resulting in user confusion of what site is currently loaded.,[1301876]
52,['CVE-2017-5422'],2017-09,DOS attack by using view-source protocol repeatedly in one hyperlink,Alex Bolton,low,If a malicious site uses the view-source: protocol in a series within a single hyperlink it can trigger a non-exploitable browser crash when the hyperlink is selected. This was fixed by no longer making view-source: linkable.,[1295002]
52,['CVE-2017-5403'],2017-09,Use-after-free using addRange to add range to an incorrect root object,Nils,critical,When adding a range to an object in the DOM it is possible to use addRange to add the range to an incorrect root object. This triggers a use-after-free resulting in a potentially exploitable crash.,[1340186]
52,['CVE-2017-5398'],2017-09,Memory safety bugs fixed in Thunderbird 52 and Thunderbird 45.8,Mozilla developers and community,critical,Mozilla developers and community members Boris Zbarsky Christian Holler Honza Bambas Jon Coppeard Randell Jesup André Bargull Kan-Ru Chen and Nathan Froyd reported memory safety bugs present in Firefox 51 and Firefox ESR 45.7. Some of these bugs showed evidence of memory corruption and we presume that with enough effort that some of these could be exploited to run arbitrary code.,"[1332550, 1332597, 1338383, 1321612, 1322971, 1333568, 1333887, 1335450, 1325052, 1324379, 1336510]"
52,['CVE-2017-5401'],2017-09,Memory Corruption when handling ErrorResult,Anton Eliasson,critical,A crash triggerable by web content in which an ErrorResult references unassigned memory due to a logic error. The resulting crash may be exploitable.,[1328861]
52,['CVE-2017-5400'],2017-09,asm.js JIT-spray bypass of ASLR and DEP,Rh0,critical,JIT-spray targeting asm.js combined with a heap spray allows for a bypass of ASLR and DEP protections leading to potential memory corruption attacks.,[1334933]
45.08,['CVE-2017-5398'],2017-07,Memory safety bugs fixed in Thunderbird 45.8,Mozilla developers and community,critical,Mozilla developers and community members Boris Zbarsky Christian Holler Honza Bambas Jon Coppeard Randell Jesup André Bargull Kan-Ru Chen and Nathan Froyd reported memory safety bugs present in Thunderbird 45.7. Some of these bugs showed evidence of memory corruption and we presume that with enough effort that some of these could be exploited to run arbitrary code.,"[1332550, 1332597, 1338383, 1321612, 1322971, 1333568, 1333887, 1335450, 1325052, 1324379, 1336510]"
45.08,['CVE-2017-5402'],2017-07,Use-after-free working with events in FontFace objects,Nils,critical,A use-after-free can occur when events are fired for a FontFace object after the object has been already been destroyed while working with fonts. This results in a potentially exploitable crash.,[1334876]
45.08,['CVE-2017-5404'],2017-07,Use-after-free working with ranges in selections,Ivan Fratric of Google Project Zero,critical,A use-after-free error can occur when manipulating ranges in selections with one node inside a native anonymous tree and one node outside of it. This results in a potentially exploitable crash.,[1340138]
45.08,['CVE-2017-5407'],2017-07,Pixel and history stealing via floating-point timing side channel with SVG filters,David Kohlbrenner,high,Using SVG filters that don't use the fixed point math implementation on a target iframe a malicious page can extract pixel values from a targeted user. This can be used to extract history information and read text values across domains. This violates same-origin policy and leads to information disclosure.,[1336622]
45.08,['CVE-2017-5410'],2017-07,Memory corruption during JavaScript garbage collection incremental sweeping,Jerri Rice,high,Memory corruption resulting in a potentially exploitable crash during garbage collection of JavaScript due errors in how incremental sweeping is managed for memory cleanup.,[1330687]
45.08,['CVE-2017-5408'],2017-07,Cross-origin reading of video captions in violation of CORS,Eric Lawrence of Chrome Security,moderate,Video files loaded video captions cross-origin without checking for the presence of  CORS headers permitting such cross-origin use leading to potential information disclosure for video captions.,[1313711]
45.08,['CVE-2017-5405'],2017-07,FTP response codes can cause use of uninitialized values for ports,Anonymous,low,Certain response codes in FTP connections can result in the use of uninitialized values for ports in FTP operations.,[1336699]
45.08,['CVE-2017-5401'],2017-07,Memory Corruption when handling ErrorResult,Anton Eliasson,critical,A crash triggerable by web content in which an ErrorResult references unassigned memory due to a logic error. The resulting crash may be exploitable.,[1328861]
45.08,['CVE-2017-5400'],2017-07,asm.js JIT-spray bypass of ASLR and DEP,Rh0,critical,JIT-spray targeting asm.js combined with a heap spray allows for a bypass of ASLR and DEP protections leading to potential memory corruption attacks.,[1334933]
45.07,['CVE-2017-5376'],2017-03,Use-after-free in XSL,Nicolas Grégoire,critical,Use-after-free while manipulating XSL in XSLT documents,[1311687]
45.07,['CVE-2017-5378'],2017-03,Pointer and frame data leakage of Javascript objects,Jann Horn,high,Hashed codes of JavaScript objects are shared between pages. This allows for pointer leaks because an object’s address can be discovered through hash codes and also allows for data leakage of an object’s content using these hash codes.,"[1312001, 1330769]"
45.07,['CVE-2017-5390'],2017-03,Insecure communication methods in Developer Tools JSON viewer,Jerri Rice,high,The JSON viewer in the Developer Tools uses insecure methods to create a communication channel for copying and viewing JSON or HTTP headers data allowing for potential privilege escalation.,[1297361]
45.07,['CVE-2017-5396'],2017-03,Use-after-free with Media Decoder,Filipe Gomes,high,A use-after-free vulnerability in the Media Decoder when working with media files when some events are fired after the media elements are freed from memory.,[1329403]
45.07,['CVE-2017-5383'],2017-03,Location bar spoofing with unicode characters,Armin Razmjou,moderate,URLs containing certain unicode glyphs for alternative hyphens and quotes do not properly trigger punycode display allowing for domain name spoofing attacks in the location bar.,"[1323338, 1324716]"
45.07,['CVE-2017-5373'],2017-03,Memory safety bugs fixed in Thunderbird 45.7,Mozilla developers and community,critical,Mozilla developers and community members Christian Holler Gary Kwong André Bargull Jan de Mooij Tom Schuster and Oriol reported memory safety bugs present in Thunderbird 45.6. Some of these bugs showed evidence of memory corruption and we presume that with enough effort that some of these could be exploited to run arbitrary code.,"[1322315, 1328834, 1322420, 1285833, 1285960, 1328251, 1331058, 1325938, 1325877]"
45.07,['CVE-2017-5375'],2017-03,Excessive JIT code allocation allows bypass of ASLR and DEP,Rh0,critical,JIT code allocation can allow for a bypass of ASLR and DEP protections leading to potential memory corruption attacks.,[1325200]
45.07,['CVE-2017-5380'],2017-03,Potential use-after-free during DOM manipulations,Nils,high,A potential use-after-free found through fuzzing during DOM manipulation of SVG content.,[1322107]
45.06,['CVE-2016-9900'],2016-96,Restricted external resources can be loaded by SVG images through data URLs,insertscript,high,External resources that should be blocked when loaded by SVG images can bypass security restrictions through the use of data: URLs. This could allow for cross-domain data leakage.,[1319122]
45.06,['CVE-2016-9893'],2016-96,Memory safety bugs fixed in Thunderbird 45.6,Mozilla developers,critical,Mozilla developers and community members Jan de Mooij Iris Hsiao Christian Holler Carsten Book Timothy Nikkel Christoph Diehl Olli Pettay Raymond Forbes and Boris Zbarsky reported memory safety bugs present in Thunderbird 45.5. Some of these bugs showed evidence of memory corruption and we presume that with enough effort that some of these could be exploited to run arbitrary code.,"[1319524, 1298773, 1299098, 1309834, 1312609, 1313212, 1317805, 1312548, 1315631, 1287912]"
45.06,['CVE-2016-9904'],2016-96,Cross-origin information leak in shared atoms,Jann Horn,high,An attacker could use a JavaScript Map/Set timing attack to determine whether an atom is used by another compartment/zone in specific contexts. This could be used to leak information such as usernames embedded in JavaScript code across websites.,[1317936]
45.06,['CVE-2016-9898'],2016-96,Use-after-free in Editor while manipulating DOM subtrees,Nils,high,Use-after-free resulting in potentially exploitable crash when manipulating DOM subtrees in the Editor.,[1314442]
45.06,['CVE-2016-9897'],2016-96,Memory corruption in libGLES,Aral,high,Memory corruption resulting in a potentially exploitable crash during WebGL functions using a vector constructor with a varying array within libGLES.,[1301381]
45.06,['CVE-2016-9895'],2016-96,CSP bypass using marquee tag,Andrew Krasichkov,high,Event handlers on marquee elements were executed despite a strict Content Security Policy (CSP) that disallowed inline JavaScript.,[1312272]
45.06,['CVE-2016-9899'],2016-96,Use-after-free while manipulating DOM events and audio elements,echo,critical,Use-after-free while manipulating DOM events and removing audio elements due to errors in the handling of node adoption.,[1317409]
45.06,['CVE-2016-9905'],2016-96,Crash in EnumerateSubDocuments,Philipp,high,A potentially exploitable crash in EnumerateSubDocuments while adding or removing sub-documents.,[1293985]
45.05,['CVE-2016-5297'],2016-93,Incorrect argument length checking in JavaScript,André Bargull,high,An error in argument length checking in JavaScript leading to potential integer overflows or other bounds checking issues.,[1303678]
45.05,['CVE-2016-9074'],2016-93,Insufficient timing side-channel resistance in divSpoiler,Franziskus Kiefer,moderate,An existing mitigation of timing side-channel attacks is insufficient in some circumstances. This issue is addressed in Network Security Services (NSS) 3.26.1.,[1293334]
45.05,['CVE-2016-5296'],2016-93,Heap-buffer-overflow WRITE in rasterize_edges_1,Abhishek Arya,critical,A heap-buffer-overflow in Cairo when processing SVG content caused by compiler optimization resulting in a potentially exploitable crash.,[1292443]
45.05,['CVE-2016-5294'],2016-93,Arbitrary target directory for result files of update process,Holger Fuhrmannek,high,The Mozilla Updater can be made to choose an arbitrary target working directory for output files resulting from the update process. This vulnerability requires local system access. Note: this issue only affects Windows operating systems.,[1246972]
45.05,['CVE-2016-9066'],2016-93,Integer overflow leading to a buffer overflow in nsScriptLoadHandler,Samuel Groß,high,A buffer overflow resulting in a potentially exploitable crash due to memory allocation issues when handling large amounts of incoming data.,[1299686]
45.05,['CVE-2016-5291'],2016-93,Same-origin policy violation using local HTML file and saved shortcut file,Yuyang Zhou,moderate,A same-origin policy bypass with local shortcut files to load arbitrary local content from disk.,[1292159]
45.05,['CVE-2016-5290'],2016-93,Memory safety bugs fixed in Thunderbird 45.5,Mozilla developers,critical,Mozilla developers and community members Olli Pettay Christian Holler Ehsan Akhgari Jon Coppeard Gary Kwong Tooru Fujisawa Philipp and Randell Jesup reported memory safety bugs present in Thunderbird ESR 45.4. Some of these bugs showed evidence of memory corruption and we presume that with enough effort that some of these could be exploited to run arbitrary code.,"[1309720, 1297062, 1303710, 1018486, 1292590, 1301343, 1301496, 1308048, 1308346, 1299519, 1286911, 1298169]"
45.04,['CVE-2016-5278'],2016-88,Heap-buffer-overflow in nsBMPEncoder::AddImageFrame,Nils,critical,A potentially exploitable crash caused by a buffer overflow while encoding image frames to images,[1294677]
45.04,['CVE-2016-5270'],2016-88,Heap-buffer-overflow in nsCaseTransformTextRunFactory::TransformString,Atte Kettunen,high,An out-of-bounds write of a boolean value during text conversion with some unicode characters.,[1291016]
45.04,['CVE-2016-5274'],2016-88,use-after-free in nsFrameManager::CaptureFrameState,Nils,high,A use-after-free issue in web animations during restyling.,[1282076]
45.04,['CVE-2016-5272'],2016-88,Bad cast in nsImageGeometryMixin,Abhishek Arya,high,A bad cast when processing layout with input elements can result in a potentially exploitable crash.,[1297934]
45.04,['CVE-2016-5280'],2016-88,Use-after-free in mozilla::nsTextNodeDirectionalityMap::RemoveElementFromMap,Mei Wang,high,Use-after-free vulnerability when changing text direction,[1289970]
45.04,['CVE-2016-5281'],2016-88,use-after-free in DOMSVGLength,Brian Carpenter,high,Use-after-free vulnerability when manipulating SVG format content through script,[1284690]
45.04,['CVE-2016-5284'],2016-88,Add-on update site certificate pin expiration,Multiple people,high,"Due to flaws in the process we used to update ""Preloaded Public Key Pinning"" in our releases the pinning for add-on updates became ineffective in early September. An attacker who was able to get a mis-issued certificate for a Mozilla web site could send malicious add-on updates to users on networks controlled by the attacker. Users who have not installed any add-ons are not affected.",[1303127]
45.04,['CVE-2016-5250'],2016-88,Resource Timing API is storing resources sent by the previous page,Catalin Dumitru,moderate,URLs of resources loaded after a navigation started can  leak to the following page through the Resource Timing API leading to potential information disclosure.,[1254688]
45.04,['CVE-2016-5276'],2016-88,Heap-use-after-free in mozilla::a11y::DocAccessible::ProcessInvalidationList,Nils,high,A use-after-free vulnerability triggered by setting a aria-owns attribute,[1287721]
45.04,['CVE-2016-5257'],2016-88,Memory safety bugs fixed in Thunderbird 45.4,Mozilla developers,critical,Mozilla developers and community members Christoph Diehl Andrew McCreight Dan Minor Byron Campen Jon Coppeard Steve Fink Tyson Smith Philipp and Carsten Book reported memory safety bugs present in Thunderbird ESR 45.3. Some of these bugs showed evidence of memory corruption and we presume that with enough effort at least some of these could be exploited to run arbitrary code.,"[1288588, 1287204, 1294407, 1293347, 1288780, 1288555, 1289280, 1294095, 1277213]"
45.04,['CVE-2016-5277'],2016-88,Heap-use-after-free in nsRefreshDriver::Tick,Nils,high,A use-after-free vulnerability with web animations when destroying a timeline,[1291665]
45.03,['CVE-2016-2836'],2016-62,Miscellaneous memory safety hazards (rv:48.0 / rv:45.3),Mozilla Developers,Critical,Mozilla developers and community members reported several memory safety bugs in the browser engine used in Firefox and other Mozilla-based products. Some of these bugs showed evidence of memory corruption under certain circumstances and we presume that with enough effort at least some of these could be exploited to run arbitrary code. Carsten Book Christian Holler Gary Kwong Jesse Ruderman Andrew McCreight Phil Ringnalda  and Philipp reported memory safety problems and crashes that are fixed in Firefox ESR 45.3 and Firefox 48.,"[1249578, 1282502, 1268626, 822081, 1154923, 1257765, 1258079, 1283823]"
45.03,['CVE-2016-2835'],2016-62,Miscellaneous memory safety hazards (rv:48.0 / rv:45.3),Mozilla Developers,Critical,Mozilla developers and community members reported several memory safety bugs in the browser engine used in Firefox and other Mozilla-based products. Some of these bugs showed evidence of memory corruption under certain circumstances and we presume that with enough effort at least some of these could be exploited to run arbitrary code. Christian Holler Tyson Smith Boris Zbarsky Byron Campen and Julian Seward reported memory safety problems and crashes that are fixed in Firefox 48.,"[1254106, 1264998, 1270537, 1282246, 1251308, 1280215, 1280443, 1222101, 1275582]"
45.02,['CVE-2016-2815'],2016-49,Miscellaneous memory safety hazards (rv:47.0 / rv:45.2),Mozilla Developers,Critical,Mozilla developers and community members reported several memory safety bugs in the browser engine used in Firefox and other Mozilla-based products. Some of these bugs showed evidence of memory corruption under certain circumstances and we presume that with enough effort at least some of these could be exploited to run arbitrary code. Christoph Diehl Julian Hector Jan de Mooij Mats Palmgren and Tooru Fujisawa reported memory safety problems and crashes that are fixed in Firefox 47.,"[1243466, 1242798, 1241896, 1264300, 1245743, 1271037]"
45.02,['CVE-2016-2818'],2016-49,Miscellaneous memory safety hazards (rv:47.0 / rv:45.2),Mozilla Developers,Critical,Mozilla developers and community members reported several memory safety bugs in the browser engine used in Firefox and other Mozilla-based products. Some of these bugs showed evidence of memory corruption under certain circumstances and we presume that with enough effort at least some of these could be exploited to run arbitrary code. Christian Holler Gary Kwong Jesse Ruderman Tyson Smith Timothy Nikkel Sylvestre Ledru Julian Seward Olli Pettay and Karl Tomlinson reported memory safety problems and crashes that are fixed in Firefox ESR 45.2 and Firefox 47.,"[1269729, 1264575, 1267130, 1256493, 1256739, 1256968, 1261230, 1261752, 1234147, 1263384, 1265577, 1273202, 1273701]"
45.01,['CVE-2016-2807'],2016-39,Miscellaneous memory safety hazards (rv:46.0 / rv:45.1 / rv:38.8),Mozilla Developers,Critical,Mozilla developers fixed several memory safety bugs in the browser engine used in Firefox and other Mozilla-based products. Some of these bugs showed evidence of memory corruption under certain circumstances and we presume that with enough effort at least some of these could be exploited to run arbitrary code. Christian Holler Tyson Smith and Phil Ringalda reported memory safety problems and crashes that are fixed in Firefox ESR 45.1 Firefox ESR 38.8 and Firefox 46.,"[1254164, 1254622, 1187420, 1254876, 1252707]"
45.01,['CVE-2016-2806'],2016-39,Miscellaneous memory safety hazards (rv:46.0 / rv:45.1 / rv:38.8),Mozilla Developers,Critical,Mozilla developers fixed several memory safety bugs in the browser engine used in Firefox and other Mozilla-based products. Some of these bugs showed evidence of memory corruption under certain circumstances and we presume that with enough effort at least some of these could be exploited to run arbitrary code. Gary Kwong Christian Holler Jesse Ruderman Mats Palmgren Carsten Book Boris Zbarsky David Bolter and Randell Jesup reported memory safety problems and crashes that are fixed in Firefox ESR 45.1 and Firefox 46.,"[1251922, 1212328, 1242810, 1253099, 1254122, 1255949, 1228882, 1256065, 1238592, 1260439, 1231919, 1258231, 1242668]"
45.01,['CVE-2016-2804'],2016-39,Miscellaneous memory safety hazards (rv:46.0 / rv:45.1 / rv:38.8),Mozilla Developers,Critical,Mozilla developers fixed several memory safety bugs in the browser engine used in Firefox and other Mozilla-based products. Some of these bugs showed evidence of memory corruption under certain circumstances and we presume that with enough effort at least some of these could be exploited to run arbitrary code. Gary Kwong Christian Holler Andrew McCreight Boris Zbarsky and Steve Fink reported memory safety problems and crashes that are fixed in Firefox 46.,"[1240880, 1141382, 1229855, 1155328, 1255298, 1249183]"
45.01,['CVE-2016-2805'],2016-39,Miscellaneous memory safety hazards (rv:46.0 / rv:45.1 / rv:38.8),Mozilla Developers,Critical,Mozilla developers fixed several memory safety bugs in the browser engine used in Firefox and other Mozilla-based products. Some of these bugs showed evidence of memory corruption under certain circumstances and we presume that with enough effort at least some of these could be exploited to run arbitrary code. Christian Holler reported a memory safety problem that is fixed in Firefox ESR 38.8.,[1241731]
45.01,['CVE-2016-9079'],2016-92,Use-after-free in SVG Animation,Obscured Team,critical,A use-after-free vulnerability in SVG Animation has been discovered. An exploit built on this vulnerability has been discovered in the wild targeting Firefox and Tor Browser users on Windows.,[1321066]
45,['CVE-2016-1960'],2016-23,Use-after-free in HTML5 string parser,ca0nguyen,Critical,Security researcher ca0nguyen working with HP's Zero Day Initiative reported a use-after-free issue in the HTML5 string parser when parsing a particular set of table-related tags in a foreign fragment context such as SVG. This results in a potentially exploitable crash.,[1246014]
45,['CVE-2016-1952'],2016-16,Miscellaneous memory safety hazards (rv:45.0 / rv:38.7),Mozilla Developers,Critical,Mozilla developers fixed several memory safety bugs in the browser engine used in Firefox and other Mozilla-based products. Some of these bugs showed evidence of memory corruption under certain circumstances and we presume that with enough effort at least some of these could be exploited to run arbitrary code. Bob Clary Christoph Diehl Christian Holler Andrew McCreight Daniel Holbert Jesse Ruderman and Randell Jesup reported memory safety problems and crashes that affect Firefox ESR 38.6 and Firefox 44.,"[1221872, 1224979, 1123661, 1242279, 1249685, 1244250, 1244995, 1234578, 1241217]"
45,['CVE-2016-1955'],2016-18,CSP reports fail to strip location information for embedded iframe pages,Muneaki Nishimura,Moderate,"Security researcher Muneaki Nishimura (nishimunea) of Recruit Technologies Co.,Ltd. reported that Content Security Policy (CSP) violation reports contained full path information for cross-origin iframe navigations in violation of the CSP specification. This could result in information disclosure.",[1208946]
45,['CVE-2016-1956'],2016-19,Linux video memory DOS with Intel drivers,Ucha Gobejishvili,Moderate,Security researcher Ucha Gobejishvili reported a denial of service (DOS) attack when doing certain WebGL operations in a canvas requiring an unusually large amount buffer to be allocated from video memory. This resulted in memory resource exhaustion with some Intel video cards requiring the computer to be rebooted to return functionality. This was resolved by putting in additional checks on the amount of memory to be allocated during graphics processing.,[1199923]
45,['CVE-2016-1957'],2016-20,Memory leak in libstagefright when deleting an array during MP4 processing,"Jose Martinez, Romina Santillan",Low,Security researchers Jose Martinez and Romina Santillan reported a memory leak in the libstagefright library when array destruction occurs during MPEG4 video file processing.,[1227052]
45,['CVE-2016-1950'],2016-35,Buffer overflow during ASN.1 decoding in NSS,Francis Gabriel,Critical,Security researcher Francis Gabriel of Quarkslab reported a heap-based buffer overflow in the way the Network Security Services (NSS) libraries parsed certain ASN.1 structures. An attacker could create a specially-crafted certificate which when parsed by NSS would cause it to crash or execute arbitrary code with the permissions of the user.,[1245528]
45,['CVE-2016-1961'],2016-24,Use-after-free in SetBody,lokihardt,Critical,Security researcher lokihardt working with HP's Zero Day Initiative reported a use-after-free issue in the SetBody function of HTMLDocument. This results in a potentially exploitable crash.,[1249377]
45,['CVE-2016-1964'],2016-27,Use-after-free during XML transformations,Nicolas Grégoire,Critical,Security researcher Nicolas Grégoire used the Address Sanitizer to find a use-after-free during XML transformation operations. This results in a potentially exploitable crash triggerable by web content.,[1243335]
45,['CVE-2016-1974'],2016-34,Out-of-bounds read in HTML parser following a failed allocation,Ronald Crane,High,Security researcher Ronald Crane reported an out-of-bounds read following a failed allocation in the HTML parser while working with unicode strings. This can also affect the parsing of XML and SVG format data. This leads to a potentially exploitable crash.,[1228103]
45,['CVE-2016-1979'],2016-36,Use-after-free during processing of DER encoded keys in NSS,Tim Taubert,High,Mozilla developer Tim Taubert used the Address Sanitizer tool and software fuzzing to discover a use-after-free vulnerability while processing DER encoded keys in the Network Security Services (NSS) libraries. The vulnerability overwrites the freed memory with zeroes. This issue has been addressed in NSS 3.21.1 shipping in Firefox 45.,[1185033]
45,"['CVE-2016-1977', 'CVE-2016-2790', 'CVE-2016-2791', 'CVE-2016-2792', 'CVE-2016-2793', 'CVE-2016-2794', 'CVE-2016-2795', 'CVE-2016-2796', 'CVE-2016-2797', 'CVE-2016-2798', 'CVE-2016-2799', 'CVE-2016-2800', 'CVE-2016-2801', 'CVE-2016-2802']",2016-37,Font vulnerabilities in the Graphite 2 library,"Holger Fuhrmannek, Tyson Smith",Critical,Security researcher Holger Fuhrmannek and Mozilla security engineer Tyson Smith reported a number of security vulnerabilities in the Graphite 2 library affecting version 1.3.5.,"[1248876, 1243464, 1243473, 1243482, 1243513, 1243526, 1243597, 1243816, 1243823, 1248805, 1249081, 1249338, 1249920, 1248804]"
45,['CVE-2016-1953'],2016-16,Miscellaneous memory safety hazards (rv:45.0 / rv:38.7),Mozilla Developers,Critical,Mozilla developers fixed several memory safety bugs in the browser engine used in Firefox and other Mozilla-based products. Some of these bugs showed evidence of memory corruption under certain circumstances and we presume that with enough effort at least some of these could be exploited to run arbitrary code. Carsten Book Christoph Diehl Christian Holler Andrew McCreight Daniel Holbert Gian-Carlo Pascutto Tyson Smith Andrea Marchesini and Jukka Jylänki reported memory safety problems and crashes that affect Firefox 44.,"[1207958, 1245866, 1238558, 1241731, 1199171, 1234425, 1236519, 1238935, 1225618, 1243555, 1243583, 1247236, 1224361, 1224363, 1224369, 1205163, 1248794]"
45,['CVE-2016-1954'],2016-17,Local file overwriting and potential privilege escalation through CSP reports,Nicolas Golubovic,High,"Security researcher Nicolas Golubovic reported that a malicious page can overwrite files on the user's machine using Content Security Policy (CSP) violation reports. The file contents are restricted to the JSON format of the report. In many cases overwriting a local file may simply be destructive breaking the functionality of that file. The CSP error reports can include HTML fragments which could be rendered by browsers. If a user has disabled add-on signing and has installed an ""unpacked"" add-on a malicious page could overwrite one of the add-on resources. Depending on how this resource is used this could lead to privilege escalation.",[1243178]
38.08,['CVE-2016-2805'],2016-39,Miscellaneous memory safety hazards (rv:46.0 / rv:45.1 / rv:38.8),Mozilla Developers,Critical,Mozilla developers fixed several memory safety bugs in the browser engine used in Firefox and other Mozilla-based products. Some of these bugs showed evidence of memory corruption under certain circumstances and we presume that with enough effort at least some of these could be exploited to run arbitrary code. Christian Holler reported a memory safety problem that is fixed in Firefox ESR 38.8.,[1241731]
38.08,['CVE-2016-1979'],2016-36,Use-after-free during processing of DER encoded keys in NSS,Tim Taubert,High,Mozilla developer Tim Taubert used the Address Sanitizer tool and software fuzzing to discover a use-after-free vulnerability while processing DER encoded keys in the Network Security Services (NSS) libraries. The vulnerability overwrites the freed memory with zeroes. This issue has been addressed in NSS 3.21.1 shipping in Firefox 45.,[1185033]
38.08,['CVE-2016-2807'],2016-39,Miscellaneous memory safety hazards (rv:46.0 / rv:45.1 / rv:38.8),Mozilla Developers,Critical,Mozilla developers fixed several memory safety bugs in the browser engine used in Firefox and other Mozilla-based products. Some of these bugs showed evidence of memory corruption under certain circumstances and we presume that with enough effort at least some of these could be exploited to run arbitrary code. Christian Holler Tyson Smith and Phil Ringalda reported memory safety problems and crashes that are fixed in Firefox ESR 45.1 Firefox ESR 38.8 and Firefox 46.,"[1254164, 1254622, 1187420, 1254876, 1252707]"
38.08,['CVE-2016-2806'],2016-39,Miscellaneous memory safety hazards (rv:46.0 / rv:45.1 / rv:38.8),Mozilla Developers,Critical,Mozilla developers fixed several memory safety bugs in the browser engine used in Firefox and other Mozilla-based products. Some of these bugs showed evidence of memory corruption under certain circumstances and we presume that with enough effort at least some of these could be exploited to run arbitrary code. Gary Kwong Christian Holler Jesse Ruderman Mats Palmgren Carsten Book Boris Zbarsky David Bolter and Randell Jesup reported memory safety problems and crashes that are fixed in Firefox ESR 45.1 and Firefox 46.,"[1251922, 1212328, 1242810, 1253099, 1254122, 1255949, 1228882, 1256065, 1238592, 1260439, 1231919, 1258231, 1242668]"
38.08,['CVE-2016-2804'],2016-39,Miscellaneous memory safety hazards (rv:46.0 / rv:45.1 / rv:38.8),Mozilla Developers,Critical,Mozilla developers fixed several memory safety bugs in the browser engine used in Firefox and other Mozilla-based products. Some of these bugs showed evidence of memory corruption under certain circumstances and we presume that with enough effort at least some of these could be exploited to run arbitrary code. Gary Kwong Christian Holler Andrew McCreight Boris Zbarsky and Steve Fink reported memory safety problems and crashes that are fixed in Firefox 46.,"[1240880, 1141382, 1229855, 1155328, 1255298, 1249183]"
