firefox_version,cve_id,advisory,title,reporter,impact,description,bug_id
43,['CVE-2015-7208'],2015-137,Firefox allows for control characters to be set in cookies,musicDespiteEverything,Moderate,Security researcher musicDespiteEverything reported an issue when ASCII code 11 for vertical tab is stored in a cookie in violation of RFC6265. This may result in incorrect cookie handling by servers resulting in the potential ability to set cookie values and read cookie data from users in concert with some web servers if the vertical tab character is mishandled during parsing.,[1191423]
43,['CVE-2015-7210'],2015-138,Use-after-free in WebRTC when datachannel is used after being destroyed,Looben Yang,Critical,Security researcher Looben Yang reported a use-after-free error in WebRTC that occurs due to timing issues in WebRTC when closing channels. WebRTC may still believe is has a datachannel open after another WebRTC function has closed it. This results in attempts to use the now destroyed datachannel leading to a potentially exploitable crash.,[1218326]
43,['CVE-2015-7212'],2015-139,Integer overflow allocating extremely large textures,Abhishek Arya,High,Security researcher Abhishek Arya (Inferno) of the Google Chrome Security Team used the Address Sanitizer tool to discover an integer overflow when when allocating textures of extremely larges sizes during graphics operations. This results in a potentially exploitable crash when triggered.,[1222809]
43,"['CVE-2015-7216', 'CVE-2015-7217']",2015-143,Linux file chooser crashes on malformed images due to flaws in Jasper library,Gustavo Grieco,Moderate,Security researcher Gustavo Grieco reported that on Linux Gnome systems the dialog for choosing local files uses the operating system's gdk-pixbuf library to render thumbnails for image file types. This library supports various image decoders and Grieco reported that the Jasper and TGA decoders were unmaintained and have several known vulnerabilities. Firefox has disabled the use of those decoders in gdk-pixbuf.,"[1197059, 1203078]"
43,['CVE-2015-7222'],2015-147,Integer underflow and buffer overflow processing MP4 metadata in libstagefright,Gerald Squelart,High,Mozilla developer Gerald Squelart fixed an integer underflow in the libstagefright library initially reported by Joshua Drake to Google. The issues occurred in MP4 format video file while parsing cover metadata leading  to a buffer overflow. This results in a potentially exploitable crash and can be triggered by a malformed MP4 file served by web content.,[1216748]
43,['CVE-2015-7211'],2015-141,Hash in data URI is incorrectly parsed,Abdulrahman Alqabandi,Low,Security researcher Abdulrahman Alqabandi reported that when a data: URI is parsed the hash ('#') symbol is incorrectly handled allowing for spoofing attacks. This issue could result in the wrong URI being displayed as a location which can mislead users to believe they are on a different site than the one loaded.,[1221444]
43,"['CVE-2015-7218', 'CVE-2015-7219']",2015-142,DOS due to malformed frames in HTTP/2,Stuart Larsen,Low,Security researcher Stuart Larsen reported two issues with HTTP/2 resulting in integer underflows that lead to intentional aborts when the errors are detected.,"[1194818, 1194820]"
43,"['CVE-2015-7203', 'CVE-2015-7220', 'CVE-2015-7221']",2015-144,Buffer overflows found through code inspection,Ronald Crane,Moderate,Security researcher Ronald Crane reported three buffer overflows affecting released code that were found through code inspection. They do not all have clear mechanisms to be exploited through web content but are vulnerable if a mechanism can be found to trigger them.,"[1201183, 1178033, 1199400]"
43,['CVE-2015-7214'],2015-149,Cross-site reading attack through data and view-source URIs,Tsubasa Iinuma,Critical,Security researcher Tsubasa Iinuma reported a mechanism to violate same-origin policy to content using data: and view-source: URIs to confuse protections and bypass restrictions. This resulted in the ability to read data from cross-site URLs and local files.,[1228950]
43,['CVE-2015-7223'],2015-148,Privilege escalation vulnerabilities in WebExtension APIs,Kris Maglione,Critical,Mozilla developer Kris Maglione reported a mechanism where WebExtension APIs could be used to escalate privilege. This could allow arbitrary web content to execute code with the privileges of a particular WebExtension when using these API calls. Depending on the privileges of the extension used this could result in personal information theft and cross-site scripting (XSS) attacks including theft of browser cookies. This is mitigated by the requirement to have a WebExtension installed that is vulnerable to this issue.,[1226423]
43,['CVE-2015-7202'],2015-134,Miscellaneous memory safety hazards (rv:43.0 / rv:38.5),Mozilla Developers,Critical,Mozilla developers and community identified and fixed several memory safety bugs in the browser engine used in Firefox and other Mozilla-based products. Some of these bugs showed evidence of memory corruption under certain circumstances and we presume that with enough effort at least some of these could be exploited to run arbitrary code. Christian Holler Jesse Ruderman Eric Rahm Robert Kaiser Harald Kirschner and Michael Henretty reported crash and memory safety problems that affect Firefox 42.,"[1193757, 1193999, 1194002, 1194006, 1207571, 1212305, 1207571, 1221421, 1221904, 1188105, 1208059, 1219330, 1197012, 1200580]"
43,['CVE-2015-7213'],2015-146,Integer overflow in MP4 playback in 64-bit versions,Ronald Crane,High,Security researcher Ronald Crane reported a vulnerability found through code inspection. This issue is an integer overflow while processing an MP4 format video file when an a erroneously-small buffer is allocated and then overrun resulting in a potentially exploitable crash.,[1206211]
43,['CVE-2015-7205'],2015-145,Underflow through code inspection,Ronald Crane,High,Security researcher Ronald Crane reported an underflow found through code inspection. This does not all have a clear mechanism to be exploited through web content but could be vulnerable if a means can be found to trigger it.,[1220493]
42,['CVE-2015-7193'],2015-127,CORS preflight is bypassed when non-standard Content-Type headers are received,Shinto K Anto,High,"Security researcher Shinto K Anto reported an issue with cross-origin resource sharing (CORS) ""preflight"" requests when receiving certain Content-Type headers. This is due to an error in implementation resulting in trying to process multiple media types when they are returned in the Content-Type headers from a server. This is disallowed in the CORS specification and results in a simple instead of a ""preflight"" request leading to potential same-origin policy violation.",[1210302]
42,['CVE-2015-4518'],2015-118,CSP bypass due to permissive Reader mode whitelist,"Mario Heiderich, Frederik Braun",Moderate,Security researcher Mario Heiderich reported an issue where the security protections of Reader mode in Firefox can be bypassed allowing scripts to be run. Mozilla developer Frederik Braun independently discovered and reported this same issue as well. This issue happens even though Reader View explicitly disables script for rendered pages through a whitelist of allowed HTML content. Mario discovered that the whitelist was too permissive and a malicious site could manipulate content to bypass CSP protections allowing for possible cross-site scripting (XSS) attacks.,"[1182778, 1136692]"
42,"['CVE-2015-7181', 'CVE-2015-7182', 'CVE-2015-7183']",2015-133,NSS and NSPR memory corruption issues,"Tyson Smith, David Keeler, Ryan Sleevi",Critical,Mozilla engineers Tyson Smith and David Keeler reported a use-after-poison and buffer overflow in the ASN.1 decoder in Network Security Services (NSS). These issues were in octet string parsing and were found through fuzzing and code inspection. If these issues were triggered they would lead to a potentially exploitable crash. These issues were fixed in NSS version 3.19.2.1 and 3.19.4 shipped in Firefox and Firefox ESR respectively as well as NSS 3.20.1.,"[1192028, 1202868, 1205157]"
42,['CVE-2015-7196'],2015-130,JavaScript garbage collection crash with Java applet,Vytautas Staraitis,High,Mozilla community member Vytautas Staraitis reported an issue with the interaction of Java applets and JavaScript. The Java plugin can deallocate a JavaScript wrapper when it is still in use which leads to a JavaScript garbage collection crash. This crash is potentially exploitable.,[1140616]
42,['CVE-2015-7194'],2015-128,Memory corruption in libjar through zip files,Gustavo Grieco,High,Security researcher Gustavo Grieco reported a buffer underflow in libjar triggered through a maliciously crafted ZIP format file. This results in a potentially exploitable crash.,[1211262]
42,['CVE-2015-7195'],2015-129,Certain escaped characters in host of Location-header are being treated as non-escaped,Frans Rosén,Low,Security researcher Frans Rosén reported that URLs with certain escaped characters in hostnames are parsed incorrectly. This leads to parsing being abandoned when an effected escaped character is encountered followed by a navigation to the previously parsed version of the URL. When combined with a site allowing for navigation redirection that allows for escaped characters this could lead to potential extraction of site specific tokens.,[1211871]
42,['CVE-2015-4514'],2015-116,Miscellaneous memory safety hazards (rv:42.0 / rv:38.4),Mozilla Developers,Critical,Mozilla developers and community identified and fixed several memory safety bugs in the browser engine used in Firefox and other Mozilla-based products. Some of these bugs showed evidence of memory corruption under certain circumstances and we presume that with enough effort at least some of these could be exploited to run arbitrary code. Christian Holler Andrew McCreight Georg Fritzsche Tyson Smith and Carsten Book reported crash and memory safety problems that affect Firefox 41.,"[969309, 1205937, 1185157, 1196237, 1200326, 1202677]"
42,['CVE-2015-4513'],2015-116,Miscellaneous memory safety hazards (rv:42.0 / rv:38.4),Mozilla Developers,Critical,Mozilla developers and community identified and fixed several memory safety bugs in the browser engine used in Firefox and other Mozilla-based products. Some of these bugs showed evidence of memory corruption under certain circumstances and we presume that with enough effort at least some of these could be exploited to run arbitrary code. Christian Holler David Major Jesse Ruderman Tyson Smith Boris Zbarsky Randell Jesup Olli Pettay Karl Tomlinson Jeff Walden Gary Kwong and Andrew McCreight reported memory safety problems and crashes that affect Firefox ESR 38.3 and Firefox 41.,"[1205707, 1209471, 1191942, 1213979, 1204580, 1107011, 1193038, 1204669, 1206564, 1208665, 1204700, 1186160]"
42,['CVE-2015-4515'],2015-117,Information disclosure through NTLM authentication,Tim Brown,Low,Security researcher Tim Brown reported that Firefox discloses the hostname and possibly the Windows domain through NTLM-based HTTP authentication when sending type 3 messages as part of the authentication exchange. This is because the Workstation field is populated with the hostname of the system making the request. An attacker can craft a malicious page to send a silent NTLM request that will disclose the information without visibility in the client leading to information disclosure. This is mitigated because NTLM v1 is disabled by default configurations.,[1046421]
42,['CVE-2015-7185'],2015-119,Firefox for Android addressbar can be removed after fullscreen mode,Jordi Chancel,Moderate,Security researcher Jordi Chancel reported when Firefox for Android exits fullscreen mode it can be induce through script to not restore the addressbar when the window is redrawn in normal mode. This could allow an attacker to spoof the addressbar with their own content.,[1149000]
42,"['CVE-2015-7198', 'CVE-2015-7199', 'CVE-2015-7200']",2015-131,Vulnerabilities found through code inspection,Ronald Crane,Critical,Security researcher Ronald Crane reported three vulnerabilities affecting released code that were found through code inspection. These included a buffer overflow in the ANGLE graphics library and two issues of missing status checks in SVG rendering and during cryptographic key manipulation. These do not all have clear mechanisms to be exploited through web content but are vulnerable if a mechanism can be found to trigger them.,"[1188010, 1204061, 1204155]"
42,['CVE-2015-7186'],2015-120,Reading sensitive profile files through local HTML file on Android,Jordi Chancel,Moderate,Security researcher Jordi Chancel reported an issue in Firefox for Android where a locally saved HTML file could use file: URIs to trigger the download of additional files or opening of cached profile data without user awareness.,[1193027]
42,['CVE-2015-7187'],2015-121,Disabling scripts in Add-on SDK panels has no effect,"Jason Hamilton, Peter Arremann, Sylvain Giroux",Moderate,Add-on authors Jason Hamilton and Peter Arremann with AMO editor Sylvain Giroux reported a vulnerability when a panel is created using the Add-on SDK in a browser extension. Defining a panel with script: false is supposed to disable script execution but it was found that inline script would still execute. This flaw allows for the potential execution of script content in an extension when it was been explicitly disallowed.,[1195735]
42,['CVE-2015-7188'],2015-122,Trailing whitespace in IP address hostnames can bypass same-origin policy,Michał Bentkowski,High,Security researcher Michał Bentkowski reported that adding white-space characters to hostnames that are IP addresses can bypass same-origin policy. This flaw was caused by trailing whitespaces being evaluated differently when parsing IP addresses instead of alphanumeric hostnames. This could lead to a cross-site script (XSS) attack.,[1199430]
42,['CVE-2015-7189'],2015-123,Buffer overflow during image interactions in canvas,Looben Yang,High,Security researcher Looben Yang reported a buffer overflow in the JPEGEncoder function during script interactions with a canvas element. This is caused by a race condition and incorrectly matched sizes following image interactions. This leads to a potentially exploitable crash.,[1205900]
42,['CVE-2015-7190'],2015-124,Android intents can be used on Firefox for Android to open privileged files,Muneaki Nishimura,Moderate,Security researcher Muneaki Nishimura reported that on Firefox for Android a search engine can be registered and used to launch Firefox through an Android intent. When Firefox for Android is launched the URL can executed with Firefox's system privileges if the crash reporter is used. This allows for the reading of local log files within Firefox potentially leaking private information and the loading of local HTML files through file: URIs.,[1208520]
42,['CVE-2015-7191'],2015-125,XSS attack through intents on Firefox for Android,Muneaki Nishimura,High,Security researcher Muneaki Nishimura reported that on Firefox for Android that it is possible to create a cross-site script (XSS) attack through the use of Android intents and fallback navigation. This issue is caused by improper sterilization of opened addresses sent to Firefox through intents.,[1208956]
42,['CVE-2015-7192'],2015-126,Crash when accessing HTML tables with accessibility tools on OS X,Frédéric Wang,Moderate,Mozilla developer Frédéric Wang reported an issue affecting accessibility tools on OS X. This occurs when when an accessibility tool requests the index of a table row through the NSAccessibilityIndexAttribute value. This was caused by an error in how HTML tables are exposed to accessibility tools which can result in a potentially exploitable crash.,[1210023]
42,['CVE-2015-7197'],2015-132,Mixed content WebSocket policy bypass through workers,Ehsan Akhgari,Moderate,Mozilla developer Ehsan Akhgari reported a mechanism through which a web worker could be used to bypass secure requirements for WebSockets when workers are used to create WebSockets. This allows for the bypassing of mixed content WebSocket policy.,[1204269]
41.0.2,['CVE-2015-7184'],2015-115,Cross-origin restriction bypass using Fetch,Abdulrahman Alqabandi,High,Security researcher  Abdulrahman Alqabandi reported that the fetch() API did not correctly implement the Cross-Origin Resource Sharing (CORS) specification allowing a malicious page to access private data from other origins. Mozilla developer Ben Kelly independently reported the same issue.,"[1208339, 1212669]"
41,"['CVE-2015-7178', 'CVE-2015-7179']",2015-113,Memory safety errors in libGLES in the ANGLE graphics library,Ronald Crane,Critical,Security researcher Ronald Crane reported two issues in the libGLES portions of the ANGLE graphics library used for WebGL and OpenGL content on Windows systems. The first of these is a missing bounds check leading to memory safety errors when manipulating shaders which could result in the writing to unowned memory. The second issue also affects shaders when insufficient memory is allocated for a shader attribute array leading to a buffer overflow. Both of these issues can lead to a potentially exploitable crash.,"[1189860, 1190526]"
41,['CVE-2015-4519'],2015-110,Dragging and dropping images exposes final URL after redirects,Mario Gomes,Moderate,"Security researcher Mario Gomes reported that when a previously loaded image on a page is drag and dropped into content after a redirect the redirected URL is available to scripts. This is a violation of the  Fetch specification's defined behavior for ""Atomic HTTP redirect handling"" which states that redirected URLs are not exposed to any APIs. This can allow for information leakage.",[1189814]
41,['CVE-2015-4476'],2015-99,Site attribute spoofing on Android by pasting URL with unknown scheme,Jordi Chancel,Moderate,Security researcher Jordi Chancel reported that on Firefox for Android when a URL is pasted with an unknown protocol such as secure: or httpz: the pasted URL is shown in the addressbar but no navigation occurs. Other addressbar attributes present before this pasted URL is entered will continue to be rendered. This could lead to potential spoofing by a malicious site.,[1162372]
41,['CVE-2015-4504'],2015-98,Out of bounds read in QCMS library with ICC V4 profile attributes,Felix Gröbert,Moderate,Security researcher Felix Gröbert of Google discovered an out of bounds read in the QCMS color management library while manipulating an image with specific attributes in its ICC V4 profile. This causes a crash and could lead to information disclosure.,[1132467]
41,['CVE-2015-4503'],2015-97,Memory leak in mozTCPSocket to servers,David Chan,Moderate,Security researcher David Chan reported that Mozilla's mozTCPSocket implementation could leak data past the end of an array allowing for the potential exposure of memory or private data to malicious servers.,[994337]
41,['CVE-2015-4500'],2015-96,Miscellaneous memory safety hazards (rv:41.0 / rv:38.3),Mozilla Developers,Critical,Mozilla developers and community identified and fixed several memory safety bugs in the browser engine used in Firefox and other Mozilla-based products. Some of these bugs showed evidence of memory corruption under certain circumstances and we presume that with enough effort at least some of these could be exploited to run arbitrary code. Andrew Osmond Olli Pettay Andrew Sutherland Christian Holler David Major Andrew McCreight and Cameron McCormack reported memory safety problems and crashes that affect Firefox ESR 38.2 and Firefox 40.,"[1161063, 1202844, 1152026, 1186962, 1183153, 1181651, 1044077, 1201793]"
41,['CVE-2015-4501'],2015-96,Miscellaneous memory safety hazards (rv:41.0 / rv:38.3),Mozilla Developers,Critical,Mozilla developers and community identified and fixed several memory safety bugs in the browser engine used in Firefox and other Mozilla-based products. Some of these bugs showed evidence of memory corruption under certain circumstances and we presume that with enough effort at least some of these could be exploited to run arbitrary code. Bob Clary and Randell Jesup reported crash and memory safety problems that affect Firefox 40.,"[1165706, 1186657]"
41,['CVE-2015-4505'],2015-100,Arbitrary file manipulation by local user through Mozilla updater,Holger Fuhrmannek,High,Security researcher Holger Fuhrmannek reported that when the Mozilla updater is run the updater can be manipulated to load the updated files from a working directory under user control in concert with junctions. When the updates are run by the Mozilla Maintenance Service on Windows these malicious files can be run with elevated privileges and be used to replace arbitrary files on the system. This could allow for arbitrary code execution by a malicious user with local system access but does not allow for exploitation by web content.,[1177861]
41,"['CVE-2015-4517', 'CVE-2015-4521', 'CVE-2015-4522', 'CVE-2015-7174', 'CVE-2015-7175', 'CVE-2015-7176', 'CVE-2015-7177', 'CVE-2015-7180']",2015-112,Vulnerabilities found through code inspection,Ronald Crane,High,Security researcher Ronald Crane reported eight vulnerabilities affecting released code that were found through code inspection. These included several potential memory safety issues resulting from the use of snprintf one use of unowned memory one use of a string without overflow checks and five memory safety bugs. These do not all have clear mechanisms to be exploited through web content but are vulnerable if a mechanism can be found to trigger them.,"[1168959, 1170246, 1170794, 1172055, 1172189, 1174479, 1186725, 1191463]"
41,['CVE-2015-4520'],2015-111,Errors in the handling of CORS preflight request headers,Ehsan Akhgari,High,"Mozilla developer Ehsan Akhgari reported two issues with Cross-origin resource sharing (CORS) ""preflight"" requests.","[1200856, 1200869]"
41,['CVE-2015-4508'],2015-103,URL spoofing in reader mode,Juho Nurminen,Low,Security researcher Juho Nurminen reported a mechanism to spoof the URL displayed in the addressbar in reader mode by manipulating the loaded URL. This flaw allows for the URL displayed to be different than that the web content rendered. This allows for potential spoofing but the effects are mitigated due to the restrictions reader mode places when rendering content.,[1195976]
41,['CVE-2015-4516'],2015-109,JavaScript immutable property enforcement can be bypassed,Jeff Walden,High,Mozilla developer Jeff Walden reported that in Gecko's implementation of ECMAScript 5 API's enforces non-configurable properties with logic specific to each API. Scripts that do not go through these APIs can bypass these protections and make changes to the immutable properties in violation of security protections. This could potentially allow for web content to run in a privileged context leading to arbitrary code execution.,[904886]
41,['CVE-2015-4512'],2015-107,Out-of-bounds read during 2D canvas display on Linux 16-bit color depth systems,Francisco Alonso,Moderate,Security researcher Francisco Alonso of the NowSecure Research Team used the Address Sanitizer tool to discover an out-of-bounds read issue during 2D canvas rendering. This was due to an issue in the cairo graphics library when surfaces are created with 32-bit color depth but displayed on a 16-bit color depth system which is unsupported. This allows an attacker to read an amount of random memory following the heap for the 16-bit surface leading to information disclosure.,[1170390]
41,['CVE-2015-4509'],2015-106,Use-after-free while manipulating HTML media content,Anonymous,Critical,An anonymous researcher reported via HP's Zero Day Initiative a use-after-free vulnerability with HTML media elements on a page during script manipulation of the URI table of these elements. This results in a potentially exploitable crash.,[1198435]
41,['CVE-2015-4506'],2015-101,Buffer overflow in libvpx while parsing vp9 format video,Khalil Zhani,Moderate,Security researcher Khalil Zhani reported that a maliciously crafted vp9 format video could be used to trigger a buffer overflow while parsing the file. This leads to a potentially exploitable crash due to a flaw in the libvpx library.,[1192226]
41,['CVE-2015-4507'],2015-102,Crash when using debugger with SavedStacks in JavaScript,Spandan Veggalam,Moderate,Security researcher Spandan Veggalam reported a crash while using the debugger API with SavedStacks in JavaScript. This crash can only occurs when the debugger is in use but may be potentially exploitable.,[1192401]
41,['CVE-2015-4510'],2015-104,Use-after-free with shared workers and IndexedDB,Looben Yang,Critical,Security researcher Looben Yang discovered a use-after-free vulnerability when using a shared worker with IndexedDB due to a race condition with the worker. This results in a potentially exploitable crash that can be triggered through web content.,[1200004]
41,['CVE-2015-4511'],2015-105,Buffer overflow while decoding WebM video,Atte Kettunen,High,Using the Address Sanitizer tool security researcher Atte Kettunen discovered a buffer overflow in the nestegg library when decoding a WebM format video with maliciously formatted headers. This leads to a potentially exploitable crash.,[1200148]
41,['CVE-2015-4502'],2015-108,Scripted proxies can access inner window,André Bargull,Moderate,Security researcher André Bargull reported that when a web page creates a scripted proxy for the window with a handler defined a certain way a reference to the inner window will be passed rather than that of the outer window in violation of the specification.,[1105045]
40.0.3,['CVE-2015-4498'],2015-95,Add-on notification bypass through data URLs,Bas Venis,High,Security researcher Bas Venis reported a mechanism where add-ons could be installed from a different source than user expectations. Normally when a user enters the URL to an add-on directly in the addressbar warning prompts are bypassed because it is the result of direct user action. He discovered that a data: URL could be manipulated on a loaded page to simulate this direct user input of the add-on's URL which would result in a bypassing of the install permission prompt. He also reported that in the absence of the permission prompt it is possible to cause the actual installation prompt to appear above another site's location by causing a page navigation immediately after triggering add-on installation. This could manipulate a user into falsely believing a trusted site (such as addons.mozilla.org) has initiated the installation. This could lead to users installing an add-on from a malicious source.,[1042699]
40.0.3,['CVE-2015-4497'],2015-94,Use-after-free when resizing canvas element during restyling,Jean-Max Reymond,Critical,Mozilla community member Jean-Max Reymond discovered a use-after-free vulnerability with a <canvas> element on a page. This occurs when a resize event is triggered in concert with style changes but the canvas references have been recreated in the meantime destroying the originally referenced context. This results in an exploitable crash.,"[1164766, 1175278]"
40,['CVE-2015-4483'],2015-86,Feed protocol with POST bypasses mixed content protections,Masato Kinugawa,Low,Security researcher Masato Kinugawa reported that opening a target page using a POST to the url prefixed with the feed: protocol disables the mixed content blocker for that page. This could allow for the risk of a man-in-the-middle (MITM) scripting attack on pages that accidentally include insecure content which would otherwise be blocked.,[1148732]
40,['CVE-2015-4492'],2015-92,Use-after-free in XMLHttpRequest with shared workers,Looben Yang,High,Security researcher Looben Yang discovered a use-after-free vulnerability when recursively calling .open() on an XMLHttpRequest in a SharedWorker.,[1185820]
40,['CVE-2015-4490'],2015-91,Mozilla Content Security Policy allows for asterisk wildcards in violation of CSP specification,Christoph Kerschbaumer,Moderate,Mozilla security engineer Christoph Kerschbaumer reported a discrepancy in Mozilla's implementation of Content Security Policy and the CSP specification. The specification states that blob: data: and filesystem: URLs should be excluded in case of a wildcard when matching source expressions but Mozilla's implementation allows these in the case of an asterisk wildcard. This could allow for more permissive CSP usage than expected by a web developer possibly allowing for cross-site scripting (XSS) attacks.,[1086999]
40,"['CVE-2015-4487', 'CVE-2015-4488', 'CVE-2015-4489']",2015-90,Vulnerabilities found through code inspection,Ronald Crane,High,Security researcher Ronald Crane reported three vulnerabilities affecting released code that were found through code inspection. These included one use of unowned memory one use of a deleted object and one memory safety bug. These do not all have clear mechanisms to be exploited through web content but are vulnerable if a mechanism can be found to trigger them.,"[1171603, 1176270, 1182723]"
40,"['CVE-2015-4485', 'CVE-2015-4486']",2015-89,Buffer overflows on Libvpx when decoding WebM video,Abhishek Arya,Critical,Security researcher Abhishek Arya (Inferno) of the Google Chrome Security Team used the Address Sanitizer tool to discover two buffer overflow issues in the Libvpx library used for WebM video when decoding a malformed WebM video file. These buffer overflows result in potentially exploitable crashes.,"[1177948, 1178148]"
40,['CVE-2015-4491'],2015-88,Heap overflow in gdk-pixbuf when scaling bitmap images,Gustavo Grieco,High,Security researcher Gustavo Grieco reported a heap overflow in gdk-pixbuf affecting Linux systems using Gnome. This issue is triggered by the scaling of a malformed bitmap format image and results in a potentially exploitable crash.,[1184009]
40,['CVE-2015-4484'],2015-87,Crash when using shared memory in JavaScript,Jukka Jylänki,Moderate,Security researcher Jukka Jylänki reported a crash that occurs because JavaScript when using shared memory does not properly gate access to Atomics or SharedArrayBuffer views in some contexts. This leads to a non-exploitable crash.,[1171540]
40,['CVE-2015-4482'],2015-85,Out-of-bounds write with Updater and malicious MAR file,Holger Fuhrmannek,High,Security researcher Holger Fuhrmannek reported that if the Updater opens a MAR format file with a specially crafted name an out-of-bounds write will occur. This can lead to a potentially exploitable crash but requires that the malicious MAR format file be present on the local system and the Updater to be run to use it.,[1184500]
40,"['CVE-2015-4479', 'CVE-2015-4480', 'CVE-2015-4493']",2015-83,Overflow issues in libstagefright,"Anonymous, laf.intel, Massimiliano Tomassoli, Tyson Smith, Christoph Diehl",Critical,An anonymous researcher reported via TippingPoint's Zero Day Initiative two integer overflows in the libstagefright library that could be triggered by a malicious 'saio' chunk in an MPEG4 video. These overflows allowed for potential arbitrary code execution. This issue was independently reported by security researcher laf.intel.,"[1185115, 1170344, 1144107, 1186718, 1170344]"
40,['CVE-2015-4478'],2015-82,Redefinition of non-configurable JavaScript object properties,André Bargull,High,Security researcher André Bargull reported non-configurable properties on JavaScript objects can be redefined while parsing JSON in violation of the ECMAScript 6 standard. This allows malicious web content to bypass same-origin policy by editing these properties to arbitrary values.,[1105914]
40,['CVE-2015-4477'],2015-81,Use-after-free in MediaStream playback,SkyLined,Critical,Security researcher SkyLined reported a use-after-free issue in how audio is handled through the Web Audio API during MediaStream playback through interactions with the Web Audio API. This results in a potentially exploitable crash.,[1179484]
40,['CVE-2015-4475'],2015-80,Out-of-bounds read with malformed MP3 file,Aki Helin,High,Security researcher Aki Helin used the Address Sanitizer tool to discover an out-of-bounds read during playback of a malformed MP3 format audio file which switches sample formats. This could trigger a potentially exploitable crash or the reading of out-of-bounds memory content in some circumstances.,[1175396]
40,['CVE-2015-4473'],2015-79,Miscellaneous memory safety hazards (rv:40.0 / rv:38.2),Mozilla Developers,Critical,Mozilla developers and community identified and fixed several memory safety bugs in the browser engine used in Firefox and other Mozilla-based products. Some of these bugs showed evidence of memory corruption under certain circumstances and we presume that with enough effort at least some of these could be exploited to run arbitrary code. Gary Kwong Christian Holler and Byron Campen reported memory safety problems and crashes that affect Firefox ESR 38.1 and Firefox 39.,"[1182711, 1146213, 1178890]"
40,['CVE-2015-4474'],2015-79,Miscellaneous memory safety hazards (rv:40.0 / rv:38.2),Mozilla Developers,Critical,Mozilla developers and community identified and fixed several memory safety bugs in the browser engine used in Firefox and other Mozilla-based products. Some of these bugs showed evidence of memory corruption under certain circumstances and we presume that with enough effort at least some of these could be exploited to run arbitrary code. Tyson Smith Bobby Holley Chris Coulson Byron Campen and Eric Rahm reported memory safety problems and crashes that affect Firefox 39.,"[1181204, 1177501, 1184068, 1188590, 1143130, 1161719]"
40,['CVE-2015-4481'],2015-84,Arbitrary file overwriting through Mozilla Maintenance Service with hard links,James Forshaw,High,Security researcher James Forshaw security researcher with Google Project Zero reported that the Mozilla Maintenance Service on Windows can be made to write its log file in a restricted location with an arbitrary file name through the use of a hard link by means of a race condition. This can allow the log file to overwrite another named file that a user would not have the privileges to change. If the overwritten file is used as source input or script by a program with elevated privileges it could allow for an escalation of privilege attack. This requires local file system access and the ability to execute local programs to be exploitable.,[1171518]
39.0.3,['CVE-2015-4495'],2015-78,Same origin violation and local file stealing via PDF reader,Cody Crews,Critical,Security researcher Cody Crews reported on a way to violate the same origin policy and inject script into a non-privileged part of the built-in PDF Viewer. This would allow an attacker to read and steal sensitive local files on the victim's computer.,"[1178058, 1179262]"
39,['CVE-2015-2742'],2015-68,OS X crash reports may contain entered key press information,David Parks,Low,Mozilla developer David Parks discovered while reviewing Firefox crash reports that personal data can sometimes be contained in reports from OS X systems. This is because these OS X crash reports will contain the native key that triggered the crash and this can sometimes contain key press information that was being entered when the crash occurred.,[1138669]
39,['CVE-2015-2721'],2015-71,NSS incorrectly permits skipping of ServerKeyExchange,Karthikeyan Bhargavan,Moderate,Security researcher Karthikeyan Bhargavan reported an issue in Network Security Services (NSS) where the client allows for a ECDHE_ECDSA exchange where the server does not send its ServerKeyExchange message instead of aborting the handshake. Instead the NSS client will take the EC key from the ECDSA certificate. This violates the TLS protocol and also has some security implications for forward secrecy. In this situation the browser thinks it is engaged in an ECDHE exchange but has been silently downgraded to a non-forward secret mixed-ECDH exchange instead. As a result if False Start is enabled the browser will start sending data encrypted under these non-forward-secret connection keys. This issue was fixed in NSS version 3.19.1.,[1086145]
39,['CVE-2015-4000'],2015-70,NSS accepts export-length DHE keys with regular DHE cipher suites,"Matthew Green, authors of the paper",Moderate,"Security researcher Matthew Green reported a Diffie–Hellman (DHE) key processing issue in Network Security Services (NSS) where a man-in-the-middle (MITM) attacker can force a server to downgrade TLS connections to 512-bit export-grade cryptography by modifying client requests to include only export-grade cipher suites. The resulting weak key can then be leveraged to impersonate the server. This attack is detailed in the ""Imperfect Forward Secrecy: How Diffie-Hellman Fails in Practice"" paper and is known as the ""Logjam Attack.""",[1138554]
39,['CVE-2015-2743'],2015-69,Privilege escalation through internal workers,Jonas Jenwald,High,Mozilla community member Jonas Jenwald reported broken behavior in Mozilla's PDF.js PDF file viewer which led to the discovery that internal Workers were incorrectly executed with high privilege. If this flaw were combined with a separate vulnerability allowing for same-origin policy violation it could be used to run arbitrary code.,[1163109]
39,['CVE-2015-2741'],2015-67,Key pinning is ignored when overridable errors are encountered,David Keeler,Moderate,Mozilla security engineer David Keeler reported that when an overridable error is encountered such as those for expired certificates or a host name does not match a certificate pinning checks can be be skipped. This would allow for a user to override a pinned certificate when they should not be able to do so. This issue does not allow for third parties to cause a certificate to be overridden and the user would still have to manually do so.,[1147497]
