cve_id,description
CVE-2018-5090,Memory safety bugs were reported in Firefox 57. Some of these bugs showed evidence of memory corruption and we presume that with enough effort that some of these could be exploited to run arbitrary code. This vulnerability affects Firefox < 58.
CVE-2018-5089,Memory safety bugs were reported in Firefox 57 and Firefox ESR 52.5. Some of these bugs showed evidence of memory corruption and we presume that with enough effort that some of these could be exploited to run arbitrary code. This vulnerability affects Thunderbird < 52.6 Firefox ESR < 52.6 and Firefox < 58.
CVE-2018-18513,A crash can occur when processing a crafted S/MIME message or an XPI package containing a crafted signature. This can be used as a denial-of-service (DOS) attack because Thunderbird reopens the last seen message on restart triggering the crash again. This vulnerability affects Thunderbird < 60.5.
CVE-2018-18512,A use-after-free vulnerability can occur while playing a sound notification in Thunderbird. The memory storing the sound data is immediately freed although the sound is still being played asynchronously leading to a potentially exploitable crash. This vulnerability affects Thunderbird < 60.5.
CVE-2018-18511,Cross-origin images can be read from a canvas element in violation of the same-origin policy using the transferFromImageBitmap method. *Note: This only affects Firefox 65. Previous versions are unaffected.*. This vulnerability affects Firefox < 65.0.1.
CVE-2018-18510,The about:crashcontent and about:crashparent pages can be triggered by web content. These pages are used to crash the loaded page or the browser for test purposes. This issue allows for a non-persistent denial of service (DOS) attack by a malicious site which links to these pages. This vulnerability affects Firefox < 64.
CVE-2018-18509,A flaw during verification of certain S/MIME signatures causes emails to be shown in Thunderbird as having a valid digital signature even if the shown message contents aren't covered by the signature. The flaw allows an attacker to reuse a valid S/MIME signature to craft an email message with arbitrary content. This vulnerability affects Thunderbird < 60.5.1.
CVE-2018-18506,When proxy auto-detection is enabled if a web server serves a Proxy Auto-Configuration (PAC) file or if a PAC file is loaded locally this PAC file can specify that requests to the localhost are to be sent through the proxy to another server. This behavior is disallowed by default when a proxy is manually configured but when enabled could allow for attacks on services and tools that bind to the localhost for networked behavior if they are accessed through browsing. This vulnerability affects Firefox < 65.
CVE-2018-18505,An earlier fix for an Inter-process Communication (IPC) vulnerability CVE-2011-3079 added authentication to communication between IPC endpoints and server parents during IPC process creation. This authentication is insufficient for channels created after the IPC process is started leading to the authentication not being correctly applied to later channels. This could allow for a sandbox escape through IPC channels due to lack of message validation in the listener process. This vulnerability affects Thunderbird < 60.5 Firefox ESR < 60.5 and Firefox < 65.
CVE-2018-18504,A crash and out-of-bounds read can occur when the buffer of a texture client is freed while it is still in use during graphic operations. This results is a potentially exploitable crash and the possibility of reading from the memory of the freed buffers. This vulnerability affects Firefox < 65.
CVE-2018-18503,When JavaScript is used to create and manipulate an audio buffer a potentially exploitable crash may occur because of a compartment mismatch in some situations. This vulnerability affects Firefox < 65.
CVE-2018-18502,Mozilla developers and community members reported memory safety bugs present in Firefox 64. Some of these bugs showed evidence of memory corruption and we presume that with enough effort that some of these could be exploited to run arbitrary code. This vulnerability affects Firefox < 65.
CVE-2018-18501,Mozilla developers and community members reported memory safety bugs present in Firefox 64 and Firefox ESR 60.4. Some of these bugs showed evidence of memory corruption and we presume that with enough effort that some of these could be exploited to run arbitrary code. This vulnerability affects Thunderbird < 60.5 Firefox ESR < 60.5 and Firefox < 65.
CVE-2018-18500,A use-after-free vulnerability can occur while parsing an HTML5 stream in concert with custom HTML elements. This results in the stream parser object being freed while still in use leading to a potentially exploitable crash. This vulnerability affects Thunderbird < 60.5 Firefox ESR < 60.5 and Firefox < 65.
CVE-2018-18499,"A same-origin policy violation allowing the theft of cross-origin URL entries when using a meta http-equiv=""refresh"" on a page to cause a redirection to another site using performance.getEntries(). This is a same-origin policy violation and could allow for data theft. This vulnerability affects Firefox < 62 Firefox ESR < 60.2 and Thunderbird < 60.2.1."
CVE-2018-18498,A potential vulnerability leading to an integer overflow can occur during buffer size calculations for images when a raw value is used instead of the checked value. This leads to a possible out-of-bounds write. This vulnerability affects Thunderbird < 60.4 Firefox ESR < 60.4 and Firefox < 64.
CVE-2018-18497,Limitations on the URIs allowed to WebExtensions by the browser.windows.create API can be bypassed when a pipe in the URL field is used within the extension to load multiple pages as a single argument. This could allow a malicious WebExtension to open privileged about: or file: locations. This vulnerability affects Firefox < 64.
CVE-2018-18496,When the RSS Feed preview about:feeds page is framed within another page it can be used in concert with scripted content for a clickjacking attack that confuses users into downloading and executing an executable file from a temporary directory. *Note: This issue only affects Windows operating systems. Other operating systems are not affected.*. This vulnerability affects Firefox < 64.
CVE-2018-18495,WebExtension content scripts can be loaded into about: pages in some circumstances in violation of the permissions granted to extensions. This could allow an extension to interfere with the loading and usage of these pages and use capabilities that were intended to be restricted from extensions. This vulnerability affects Firefox < 64.
CVE-2018-18494,A same-origin policy violation allowing the theft of cross-origin URL entries when using the Javascript location property to cause a redirection to another site using performance.getEntries(). This is a same-origin policy violation and could allow for data theft. This vulnerability affects Thunderbird < 60.4 Firefox ESR < 60.4 and Firefox < 64.
CVE-2018-18493,A buffer overflow can occur in the Skia library during buffer offset calculations with hardware accelerated canvas 2D actions due to the use of 32-bit calculations instead of 64-bit. This results in a potentially exploitable crash. This vulnerability affects Thunderbird < 60.4 Firefox ESR < 60.4 and Firefox < 64.
CVE-2018-18492,A use-after-free vulnerability can occur after deleting a selection element due to a weak reference to the select element in the options collection. This results in a potentially exploitable crash. This vulnerability affects Thunderbird < 60.4 Firefox ESR < 60.4 and Firefox < 64.
CVE-2018-18356,An integer overflow in path handling lead to a use after free in Skia in Google Chrome prior to 71.0.3578.80 allowed a remote attacker to potentially exploit heap corruption via a crafted HTML page.
CVE-2018-18335,Heap buffer overflow in Skia in Google Chrome prior to 71.0.3578.80 allowed a remote attacker to potentially exploit heap corruption via a crafted HTML page.
CVE-2018-17466,Incorrect texture handling in Angle in Google Chrome prior to 70.0.3538.67 allowed a remote attacker to perform an out of bounds memory read via a crafted HTML page.
CVE-2018-12407,A buffer overflow occurs when drawing and validating elements with the ANGLE graphics library used for WebGL content when working with the VertexBuffer11 module. This results in a potentially exploitable crash. This vulnerability affects Firefox < 64.
CVE-2018-12406,Mozilla developers and community members reported memory safety bugs present in Firefox 63. Some of these bugs showed evidence of memory corruption and we presume that with enough effort that some of these could be exploited to run arbitrary code. This vulnerability affects Firefox < 64.
CVE-2018-12405,Mozilla developers and community members reported memory safety bugs present in Firefox 63 and Firefox ESR 60.3. Some of these bugs showed evidence of memory corruption and we presume that with enough effort that some of these could be exploited to run arbitrary code. This vulnerability affects Thunderbird < 60.4 Firefox ESR < 60.4 and Firefox < 64.
CVE-2018-12403,If a site is loaded over a HTTPS connection but loads a favicon resource over HTTP the mixed content warning is not displayed to users. This vulnerability affects Firefox < 63.
CVE-2018-12402,"The internal WebBrowserPersist code does not use correct origin context for a resource being saved. This manifests when sub-resources are loaded as part of ""Save Page As..."" functionality. For example a malicious page could recover a visitor's Windows username and NTLM hash by including resources otherwise unreachable to the malicious page if they can convince the visitor to save the complete web page. Similarly SameSite cookies are sent on cross-origin requests when the ""Save Page As..."" menu item is selected to save a page which can result in saving the wrong version of resources based on those cookies. This vulnerability affects Firefox < 63."
CVE-2018-12401,Some special resource URIs will cause a non-exploitable crash if loaded with optional parameters following a '?' in the parsed string. This could lead to denial of service (DOS) attacks. This vulnerability affects Firefox < 63.
CVE-2018-12400,In private browsing mode on Firefox for Android favicons are cached in the cache/icons folder as they are in non-private mode. This allows information leakage of sites visited during private browsing sessions. *Note: this issue only affects Firefox for Android. Desktop versions of Firefox are unaffected.*. This vulnerability affects Firefox < 63.
CVE-2018-12399,When a new protocol handler is registered the API accepts a title argument which can be used to mislead users about which domain is registering the new protocol. This may result in the user approving a protocol handler that they otherwise would not have. This vulnerability affects Firefox < 63.
CVE-2018-12398,By using the reflected URL in some special resource URIs such as chrome: it is possible to inject stylesheets and bypass Content Security Policy (CSP). This vulnerability affects Firefox < 63.
CVE-2018-12397,"A WebExtension can request access to local files without the warning prompt stating that the extension will ""Access your data for all websites"" being displayed to the user. This allows extensions to run content scripts in local pages without permission warnings when a local file is opened. This vulnerability affects Firefox ESR < 60.3 and Firefox < 63."
CVE-2018-12396,A vulnerability where a WebExtension can run content scripts in disallowed contexts following navigation or other events. This allows for potential privilege escalation by the WebExtension on sites where content scripts should not be run. This vulnerability affects Firefox ESR < 60.3 and Firefox < 63.
CVE-2018-12395,By rewriting the Host: request headers using the webRequest API a WebExtension can bypass domain restrictions through domain fronting. This would allow access to domains that share a host that are otherwise restricted. This vulnerability affects Firefox ESR < 60.3 and Firefox < 63.
CVE-2018-12393,A potential vulnerability was found in 32-bit builds where an integer overflow during the conversion of scripts to an internal UTF-16 representation could result in allocating a buffer too small for the conversion. This leads to a possible out-of-bounds write. *Note: 64-bit builds are not vulnerable to this issue.*. This vulnerability affects Firefox < 63 Firefox ESR < 60.3 and Thunderbird < 60.3.
CVE-2018-12392,When manipulating user events in nested loops while opening a document through script it is possible to trigger a potentially exploitable crash due to poor event handling. This vulnerability affects Firefox < 63 Firefox ESR < 60.3 and Thunderbird < 60.3.
CVE-2018-12391,During HTTP Live Stream playback on Firefox for Android audio data can be accessed across origins in violation of security policies. Because the problem is in the underlying Android service this issue is addressed by treating all HLS streams as cross-origin and opaque to access. *Note: this issue only affects Firefox for Android. Desktop versions of Firefox are unaffected.*. This vulnerability affects Firefox < 63 Firefox ESR < 60.3 and Thunderbird < 60.3.
CVE-2018-12390,Mozilla developers and community members reported memory safety bugs present in Firefox 62 and Firefox ESR 60.2. Some of these bugs showed evidence of memory corruption and we presume that with enough effort that some of these could be exploited to run arbitrary code. This vulnerability affects Firefox < 63 Firefox ESR < 60.3 and Thunderbird < 60.3.
CVE-2018-12389,Mozilla developers and community members reported memory safety bugs present in Firefox ESR 60.2. Some of these bugs showed evidence of memory corruption and we presume that with enough effort that some of these could be exploited to run arbitrary code. This vulnerability affects Firefox ESR < 60.3 and Thunderbird < 60.3.
CVE-2018-12388,Mozilla developers and community members reported memory safety bugs present in Firefox 62. Some of these bugs showed evidence of memory corruption and we presume that with enough effort that some of these could be exploited to run arbitrary code. This vulnerability affects Firefox < 63.
CVE-2018-12387,A vulnerability where the JavaScript JIT compiler inlines Array.prototype.push with multiple arguments that results in the stack pointer being off by 8 bytes after a bailout. This leaks a memory address to the calling function which can be used as part of an exploit inside the sandboxed content process. This vulnerability affects Firefox ESR < 60.2.2 and Firefox < 62.0.3.
CVE-2018-12386,A vulnerability in register allocation in JavaScript can lead to type confusion allowing for an arbitrary read and write. This leads to remote code execution inside the sandboxed content process when triggered. This vulnerability affects Firefox ESR < 60.2.2 and Firefox < 62.0.3.
CVE-2018-12385,A potentially exploitable crash in TransportSecurityInfo used for SSL can be triggered by data stored in the local cache in the user profile directory. This issue is only exploitable in combination with another vulnerability allowing an attacker to write data into the local cache or from locally installed malware. This issue also triggers a non-exploitable startup crash for users switching between the Nightly and Release versions of Firefox if the same profile is used. This vulnerability affects Thunderbird < 60.2.1 Firefox ESR < 60.2.1 and Firefox < 62.0.2.
CVE-2018-12383,If a user saved passwords before Firefox 58 and then later set a master password an unencrypted copy of these passwords is still accessible. This is because the older stored password file was not deleted when the data was copied to a new format starting in Firefox 58. The new master password is added only on the new file. This could allow the exposure of stored password data outside of user expectations. This vulnerability affects Firefox < 62 Firefox ESR < 60.2.1 and Thunderbird < 60.2.1.
CVE-2018-12382,The displayed addressbar URL can be spoofed on Firefox for Android using a javascript: URI in concert with JavaScript to insert text before the loaded domain name scrolling the loaded domain out of view to the right. This can lead to user confusion. *This vulnerability only affects Firefox for Android < 62.*
CVE-2018-12381,Manually dragging and dropping an Outlook email message into the browser will trigger a page navigation when the message's mail columns are incorrectly interpreted as a URL. *Note: this issue only affects Windows operating systems with Outlook installed. Other operating systems are not affected.*. This vulnerability affects Firefox ESR < 60.2 and Firefox < 62.
CVE-2018-12379,When the Mozilla Updater opens a MAR format file which contains a very long item filename an out-of-bounds write can be triggered leading to a potentially exploitable crash. This requires running the Mozilla Updater manually on the local system with the malicious MAR file in order to occur. This vulnerability affects Firefox < 62 Firefox ESR < 60.2 and Thunderbird < 60.2.1.
CVE-2018-12378,A use-after-free vulnerability can occur when an IndexedDB index is deleted while still in use by JavaScript code that is providing payload values to be stored. This results in a potentially exploitable crash. This vulnerability affects Firefox < 62 Firefox ESR < 60.2 and Thunderbird < 60.2.1.
CVE-2018-12377,A use-after-free vulnerability can occur when refresh driver timers are refreshed in some circumstances during shutdown when the timer is deleted while still in use. This results in a potentially exploitable crash. This vulnerability affects Firefox < 62 Firefox ESR < 60.2 and Thunderbird < 60.2.1.
CVE-2018-12376,Memory safety bugs present in Firefox 61 and Firefox ESR 60.1. Some of these bugs showed evidence of memory corruption and we presume that with enough effort that some of these could be exploited to run arbitrary code. This vulnerability affects Firefox < 62 Firefox ESR < 60.2 and Thunderbird < 60.2.1.
CVE-2018-12375,Memory safety bugs present in Firefox 61. Some of these bugs showed evidence of memory corruption and we presume that with enough effort that some of these could be exploited to run arbitrary code. This vulnerability affects Firefox < 62.
CVE-2018-12374,Plaintext of decrypted emails can leak through by user submitting an embedded form by pressing enter key within a text input field. This vulnerability affects Thunderbird < 52.9.
CVE-2018-12373,dDecrypted S/MIME parts hidden with CSS or the plaintext HTML tag can leak plaintext when included in a HTML reply/forward. This vulnerability affects Thunderbird < 52.9.
CVE-2018-12372,Decrypted S/MIME parts when included in HTML crafted for an attack can leak plaintext when included in a a HTML reply/forward. This vulnerability affects Thunderbird < 52.9.
CVE-2018-12371,An integer overflow vulnerability in the Skia library when allocating memory for edge builders on some systems with at least 16 GB of RAM. This results in the use of uninitialized memory resulting in a potentially exploitable crash. This vulnerability affects Firefox ESR < 60.1 Thunderbird < 60 and Firefox < 61.
CVE-2018-12370,In Reader View SameSite cookie protections are not checked on exiting. This allows for a payload to be triggered when Reader View is exited if loaded by a malicious site while Reader mode is active bypassing CSRF protections. This vulnerability affects Firefox < 61.
CVE-2018-12369,WebExtensions bundled with embedded experiments were not correctly checked for proper authorization. This allowed a malicious WebExtension to gain full browser permissions. This vulnerability affects Firefox ESR < 60.1 and Firefox < 61.
CVE-2018-12368,"Windows 10 does not warn users before opening executable files with the SettingContent-ms extension even when they have been downloaded from the internet and have the ""Mark of the Web."" Without the warning unsuspecting users unfamiliar with this new file type might run an unwanted executable. This also allows a WebExtension with the limited downloads.open permission to execute arbitrary code without user interaction on Windows 10 systems. *Note: this issue only affects Windows operating systems. Other operating systems are unaffected.*. This vulnerability affects Thunderbird < 60 Thunderbird < 52.9 Firefox ESR < 60.1 Firefox ESR < 52.9 and Firefox < 61."
CVE-2018-12367,In the previous mitigations for Spectre the resolution or precision of various methods was reduced to counteract the ability to measure precise time intervals. In that work PerformanceNavigationTiming was not adjusted but it was found that it could be used as a precision timer. This vulnerability affects Thunderbird < 60 Firefox ESR < 60.1 and Firefox < 61.
CVE-2018-12366,An invalid grid size during QCMS (color profile) transformations can result in the out-of-bounds read interpreted as a float value. This could leak private data into the output. This vulnerability affects Thunderbird < 60 Thunderbird < 52.9 Firefox ESR < 60.1 Firefox ESR < 52.9 and Firefox < 61.
CVE-2018-12365,A compromised IPC child process can escape the content sandbox and list the names of arbitrary files on the file system without user consent or interaction. This could result in exposure of private local files. This vulnerability affects Thunderbird < 60 Thunderbird < 52.9 Firefox ESR < 60.1 Firefox ESR < 52.9 and Firefox < 61.
CVE-2018-12364,NPAPI plugins such as Adobe Flash can send non-simple cross-origin requests bypassing CORS by making a same-origin POST that does a 307 redirect to the target site. This allows for a malicious site to engage in cross-site request forgery (CSRF) attacks. This vulnerability affects Thunderbird < 60 Thunderbird < 52.9 Firefox ESR < 60.1 Firefox ESR < 52.9 and Firefox < 61.
CVE-2018-12363,A use-after-free vulnerability can occur when script uses mutation events to move DOM nodes between documents resulting in the old document that held the node being freed but the node still having a pointer referencing it. This results in a potentially exploitable crash. This vulnerability affects Thunderbird < 60 Thunderbird < 52.9 Firefox ESR < 60.1 Firefox ESR < 52.9 and Firefox < 61.
CVE-2018-12362,An integer overflow can occur during graphics operations done by the Supplemental Streaming SIMD Extensions 3 (SSSE3) scaler resulting in a potentially exploitable crash. This vulnerability affects Thunderbird < 60 Thunderbird < 52.9 Firefox ESR < 60.1 Firefox ESR < 52.9 and Firefox < 61.
CVE-2018-12361,An integer overflow can occur in the SwizzleData code while calculating buffer sizes. The overflowed value is used for subsequent graphics computations when their inputs are not sanitized which results in a potentially exploitable crash. This vulnerability affects Thunderbird < 60 Firefox ESR < 60.1 and Firefox < 61.
CVE-2018-12360,A use-after-free vulnerability can occur when deleting an input element during a mutation event handler triggered by focusing that element. This results in a potentially exploitable crash. This vulnerability affects Thunderbird < 60 Thunderbird < 52.9 Firefox ESR < 60.1 Firefox ESR < 52.9 and Firefox < 61.
CVE-2018-12359,A buffer overflow can occur when rendering canvas content while adjusting the height and width of the canvas element dynamically causing data to be written outside of the currently computed boundaries. This results in a potentially exploitable crash. This vulnerability affects Thunderbird < 60 Thunderbird < 52.9 Firefox ESR < 60.1 Firefox ESR < 52.9 and Firefox < 61.
CVE-2018-12358,Service workers can use redirection to avoid the tainting of cross-origin resources in some instances allowing a malicious site to read responses which are supposed to be opaque. This vulnerability affects Firefox < 61.
CVE-2017-7848,RSS fields can inject new lines into the created email structure modifying the message body. This vulnerability affects Thunderbird < 52.5.2.
CVE-2017-7847,Crafted CSS in an RSS feed can leak and reveal local path strings which may contain user name. This vulnerability affects Thunderbird < 52.5.2.
CVE-2017-7846,"It is possible to execute JavaScript in the parsed RSS feed when RSS feed is viewed as a website e.g. via ""View -> Feed article -> Website"" or in the standard format of ""View -> Feed article -> default format"". This vulnerability affects Thunderbird < 52.5.2."
CVE-2017-7845,A buffer overflow occurs when drawing and validating elements using Direct 3D 9 with the ANGLE graphics library used for WebGL content. This is due to an incorrect value being passed within the library during checks and results in a potentially exploitable crash. Note: This attack only affects Windows operating systems. Other operating systems are unaffected. This vulnerability affects Thunderbird < 52.5.2 Firefox ESR < 52.5.2 and Firefox < 57.0.2.
CVE-2017-7844,A combination of an external SVG image referenced on a page and the coloring of anchor links stored within this image can be used to determine which pages a user has in their history. This can allow a malicious website to query user history. Note: This issue only affects Firefox 57. Earlier releases are not affected. This vulnerability affects Firefox < 57.0.1.
CVE-2017-7843,When Private Browsing mode is used it is possible for a web worker to write persistent data to IndexedDB and fingerprint a user uniquely. IndexedDB should not be available in Private Browsing mode and this stored data will persist across multiple private browsing mode sessions because it is not cleared when exiting. This vulnerability affects Firefox ESR < 52.5.2 and Firefox < 57.0.1.
CVE-2017-7842,"If a document's Referrer Policy attribute is set to ""no-referrer"" sometimes two network requests are made for ""<link>"" elements instead of one. One of these requests includes the referrer instead of respecting the set policy to not include a referrer on requests. This vulnerability affects Firefox < 57."
CVE-2017-7840,JavaScript can be injected into an exported bookmarks file by placing JavaScript code into user-supplied tags in saved bookmarks. If the resulting exported HTML file is later opened in a browser this JavaScript will be executed. This could be used in social engineering and self-cross-site-scripting (self-XSS) attacks if users were convinced to add malicious tags to bookmarks export them and then open the resulting file. This vulnerability affects Firefox < 57.
CVE-2017-7839,"Control characters prepended before ""javascript:"" URLs pasted in the addressbar can cause the leading characters to be ignored and the pasted JavaScript to be executed instead of being blocked. This could be used in social engineering and self-cross-site-scripting (self-XSS) attacks where users are convinced to copy and paste text into the addressbar. This vulnerability affects Firefox < 57."
CVE-2017-7838,Punycode format text will be displayed for entire qualified international domain names in some instances when a sub-domain triggers the punycode display instead of the primary domain being displayed in native script and the sub-domain only displaying as punycode. This could be used for limited spoofing attacks due to user confusion. This vulnerability affects Firefox < 57.
CVE-2017-7837,"SVG loaded through ""<img>"" tags can use ""<meta>"" tags within the SVG data to set cookies for that page. This vulnerability affects Firefox < 57."
CVE-2017-7836,"The ""pingsender"" executable used by the Firefox Health Report dynamically loads a system copy of libcurl which an attacker could replace. This allows for privilege escalation as the replaced libcurl code will run with Firefox's privileges. Note: This attack requires an attacker have local system access and only affects OS X and Linux. Windows systems are not affected. This vulnerability affects Firefox < 57."
CVE-2017-7835,Mixed content blocking of insecure (HTTP) sub-resources in a secure (HTTPS) document was not correctly applied for resources that redirect from HTTPS to HTTP allowing content that should be blocked such as scripts to be loaded on a page. This vulnerability affects Firefox < 57.
CVE-2017-7834,"A ""data:"" URL loaded in a new tab did not inherit the Content Security Policy (CSP) of the original page allowing for bypasses of the policy including the execution of JavaScript. In prior versions when ""data:"" documents also inherited the context of the original page this would allow for potential cross-site scripting (XSS) attacks. This vulnerability affects Firefox < 57."
CVE-2017-7833,Some Arabic and Indic vowel marker characters can be combined with Latin characters in a domain name to eclipse the non-Latin character with some font sets on the addressbar. The non-Latin character will not be visible to most viewers. This allows for domain spoofing attacks because these combined domain names do not display as punycode. This vulnerability affects Firefox < 57.
CVE-2017-7832,The combined single character version of the letter 'i' with any of the potential accents in unicode such as acute or grave can be spoofed in the addressbar by the dotless version of 'i' followed by the same accent as a second character with most font sets. This allows for domain spoofing attacks because these combined domain names do not display as punycode. This vulnerability affects Firefox < 57.
CVE-2017-7831,"A vulnerability where the security wrapper does not deny access to some exposed properties using the deprecated ""_exposedProps_"" mechanism on proxy objects. These properties should be explicitly unavailable to proxy objects. This vulnerability affects Firefox < 57."
CVE-2017-7830,The Resource Timing API incorrectly revealed navigations in cross-origin iframes. This is a same-origin policy violation and could allow for data theft of URLs loaded by users. This vulnerability affects Firefox < 57 Firefox ESR < 52.5 and Thunderbird < 52.5.
CVE-2017-7829,It is possible to spoof the sender's email address and display an arbitrary sender address to the email recipient. The real sender's address is not displayed if preceded by a null character in the display string. This vulnerability affects Thunderbird < 52.5.2.
CVE-2017-7828,"A use-after-free vulnerability can occur when flushing and resizing layout because the ""PressShell"" object has been freed while still in use. This results in a potentially exploitable crash during these operations. This vulnerability affects Firefox < 57 Firefox ESR < 52.5 and Thunderbird < 52.5."
CVE-2017-7827,Memory safety bugs were reported in Firefox 56. Some of these bugs showed evidence of memory corruption and we presume that with enough effort that some of these could be exploited to run arbitrary code. This vulnerability affects Firefox < 57.
CVE-2017-7826,Memory safety bugs were reported in Firefox 56 and Firefox ESR 52.4. Some of these bugs showed evidence of memory corruption and we presume that with enough effort that some of these could be exploited to run arbitrary code. This vulnerability affects Firefox < 57 Firefox ESR < 52.5 and Thunderbird < 52.5.
CVE-2017-7825,Several fonts on OS X display some Tibetan and Arabic characters as whitespace. When used in the addressbar as part of an IDN this can be used for domain name spoofing attacks. Note: This attack only affects OS X operating systems. Other operating systems are unaffected. This vulnerability affects Firefox < 56 Firefox ESR < 52.4 and Thunderbird < 52.4.
CVE-2017-7824,A buffer overflow occurs when drawing and validating elements with the ANGLE graphics library used for WebGL content. This is due to an incorrect value being passed within the library during checks and results in a potentially exploitable crash. This vulnerability affects Firefox < 56 Firefox ESR < 52.4 and Thunderbird < 52.4.
CVE-2017-7823,"The content security policy (CSP) ""sandbox"" directive did not create a unique origin for the document causing it to behave as if the ""allow-same-origin"" keyword were always specified. This could allow a Cross-Site Scripting (XSS) attack to be launched from unsafe content. This vulnerability affects Firefox < 56 Firefox ESR < 52.4 and Thunderbird < 52.4."
CVE-2017-7822,The AES-GCM implementation in WebCrypto API accepts 0-length IV when it should require a length of 1 according to the NIST Special Publication 800-38D specification. This might allow for the authentication key to be determined in some instances. This vulnerability affects Firefox < 56.
CVE-2017-7821,A vulnerability where WebExtensions can download and attempt to open a file of some non-executable file types. This can be triggered without specific user interaction for the file download and open actions. This could be used to trigger known vulnerabilities in the programs that handle those document types. This vulnerability affects Firefox < 56.
CVE-2017-7820,"The ""instanceof"" operator can bypass the Xray wrapper mechanism. When called on web content from the browser itself or an extension the web content can provide its own result for that operator possibly tricking the browser or extension into mishandling the element. This vulnerability affects Firefox < 56."
CVE-2017-7819,A use-after-free vulnerability can occur in design mode when image objects are resized if objects referenced during the resizing have been freed from memory. This results in a potentially exploitable crash. This vulnerability affects Firefox < 56 Firefox ESR < 52.4 and Thunderbird < 52.4.
CVE-2017-7818,A use-after-free vulnerability can occur when manipulating arrays of Accessible Rich Internet Applications (ARIA) elements within containers through the DOM. This results in a potentially exploitable crash. This vulnerability affects Firefox < 56 Firefox ESR < 52.4 and Thunderbird < 52.4.
CVE-2017-7817,A spoofing vulnerability can occur when a page switches to fullscreen mode without user notification allowing a fake address bar to be displayed. This allows an attacker to spoof which page is actually loaded and in use. Note: This attack only affects Firefox for Android. Other operating systems are not affected. This vulnerability affects Firefox < 56.
CVE-2017-7816,"WebExtensions could use popups and panels in the extension UI to load an ""about:"" privileged URL violating security checks that disallow this behavior. This vulnerability affects Firefox < 56."
CVE-2017-7815,"On pages containing an iframe the ""data:"" protocol can be used to create a modal dialog through Javascript that will have an arbitrary domains as the dialog's location spoofing of the origin of the modal dialog from the user view. Note: This attack only affects installations with e10 multiprocess turned off. Installations with e10s turned on do not support the modal dialog functionality. This vulnerability affects Firefox < 56."
CVE-2017-7814,"File downloads encoded with ""blob:"" and ""data:"" URL elements bypassed normal file download checks though the Phishing and Malware Protection feature and its block lists of suspicious sites and files. This would allow malicious sites to lure users into downloading executables that would otherwise be detected as suspicious. This vulnerability affects Firefox < 56 Firefox ESR < 52.4 and Thunderbird < 52.4."
CVE-2017-7813,Inside the JavaScript parser a cast of an integer to a narrower type can result in data read from outside the buffer being parsed. This usually results in a non-exploitable crash but can leak a limited amount of information from memory if it matches JavaScript identifier syntax. This vulnerability affects Firefox < 56.
CVE-2017-7812,"If web content on a page is dragged onto portions of the browser UI such as the tab bar links can be opened that otherwise would not be allowed to open. This can allow malicious web content to open a locally stored file through ""file:"" URLs. This vulnerability affects Firefox < 56."
CVE-2017-7811,Memory safety bugs were reported in Firefox 55. Some of these bugs showed evidence of memory corruption and we presume that with enough effort that some of these could be exploited to run arbitrary code. This vulnerability affects Firefox < 56.
CVE-2017-7810,Memory safety bugs were reported in Firefox 55 and Firefox ESR 52.3. Some of these bugs showed evidence of memory corruption and we presume that with enough effort that some of these could be exploited to run arbitrary code. This vulnerability affects Firefox < 56 Firefox ESR < 52.4 and Thunderbird < 52.4.
CVE-2017-7809,A use-after-free vulnerability can occur when an editor DOM node is deleted prematurely during tree traversal while still bound to the document. This results in a potentially exploitable crash. This vulnerability affects Thunderbird < 52.3 Firefox ESR < 52.3 and Firefox < 55.
CVE-2017-7808,"A content security policy (CSP) ""frame-ancestors"" directive containing origins with paths allows for comparisons against those paths instead of the origin. This results in a cross-origin information leak of this path information. This vulnerability affects Firefox < 55."
CVE-2017-7807,A mechanism that uses AppCache to hijack a URL in a domain using fallback by serving the files from a sub-path on the domain. This has been addressed by requiring fallback files be inside the manifest directory. This vulnerability affects Thunderbird < 52.3 Firefox ESR < 52.3 and Firefox < 55.
CVE-2017-7806,A use-after-free vulnerability can occur when the layer manager is freed too early when rendering specific SVG content resulting in a potentially exploitable crash. This vulnerability affects Firefox < 55.
CVE-2017-7805,During TLS 1.2 exchanges handshake hashes are generated which point to a message buffer. This saved data is used for later messages but in some cases the handshake transcript can exceed the space available in the current buffer causing the allocation of a new buffer. This leaves a pointer pointing to the old freed buffer resulting in a use-after-free when handshake hashes are then calculated afterwards. This can result in a potentially exploitable crash. This vulnerability affects Firefox < 56 Firefox ESR < 52.4 and Thunderbird < 52.4.
CVE-2017-7804,"The destructor function for the ""WindowsDllDetourPatcher"" class can be re-purposed by malicious code in concert with another vulnerability to write arbitrary data to an attacker controlled location in memory. This can be used to bypass existing memory protections in this situation. Note: This attack only affects Windows operating systems. Other operating systems are not affected. This vulnerability affects Thunderbird < 52.3 Firefox ESR < 52.3 and Firefox < 55."
CVE-2017-7803,"When a page's content security policy (CSP) header contains a ""sandbox"" directive other directives are ignored. This results in the incorrect enforcement of CSP. This vulnerability affects Thunderbird < 52.3 Firefox ESR < 52.3 and Firefox < 55."
